"","INDEX_CAL","SEXE","date1","Year","mois","saisonyear","Id","x","y","geometry"
"2314",0.875,"XY",2024-01-09,2024,1,2024,"S86-125",934499.99999878,6610499.99999979,c(934499.99999878, 6610499.99999979)
"2315",0.760416687,"XY",2024-01-09,2024,1,2024,"S71-044",934499.99999878,6610499.99999979,c(934499.99999878, 6610499.99999979)
"2316",0.989583313,"XX",2024-01-09,2024,1,2024,"S86-124",934499.99999878,6610499.99999979,c(934499.99999878, 6610499.99999979)
"2317",1,"XY",2024-01-09,2024,1,2024,"S87-122",754499.999999049,6400499.99999986,c(754499.999999049, 6400499.99999986)
"2318",0.619791687,"XY",2024-01-09,2024,1,2024,"S71-044",934499.99999878,6610499.99999979,c(934499.99999878, 6610499.99999979)
"2319",0.817708313,"XY",2024-01-09,2024,1,2024,"S86-199",929499.999998788,6445499.99999985,c(929499.999998788, 6445499.99999985)
"2320",1,"XX",2024-01-09,2024,1,2024,"S86-126",934499.99999878,6610499.99999979,c(934499.99999878, 6610499.99999979)
"2321",0.671875,"XX",2024-01-10,2024,1,2024,"S86-059",1024499.99999865,6310499.9999999,c(1024499.99999865, 6310499.9999999)
"2322",0.708333313,"XX",2024-01-10,2024,1,2024,"S55-17",893499.999998842,6424499.99999985,c(893499.999998842, 6424499.99999985)
"2323",0.947916687,"XX",2024-01-10,2024,1,2024,"S79-060",974499.999998721,6235499.99999992,c(974499.999998721, 6235499.99999992)
"2324",0.671875,"XX",2024-01-10,2024,1,2024,"S79-060",973499.999998722,6239499.99999992,c(973499.999998722, 6239499.99999992)
"2325",1,"XY",2024-01-10,2024,1,2024,"S86-055",974499.999998721,6235499.99999992,c(974499.999998721, 6235499.99999992)
"2326",0.833333313,"XY",2024-01-11,2024,1,2024,"S86-050",1034499.99999863,6345499.99999988,c(1034499.99999863, 6345499.99999988)
"2327",0.921875,"XX",2024-01-11,2024,1,2024,"S86-049",1029499.99999864,6345499.99999988,c(1029499.99999864, 6345499.99999988)
"2329",0.619791687,"XY",2024-01-11,2024,1,2024,"S87-045",1049499.99999861,6340499.99999989,c(1049499.99999861, 6340499.99999989)
"2330",0.880208313,"XY",2024-01-11,2024,1,2024,"S73-070",940499.999998772,6424499.99999985,c(940499.999998772, 6424499.99999985)
"2331",0.677083313,"XY",2024-01-11,2024,1,2024,"S79-002",989499.999998698,6365499.99999988,c(989499.999998698, 6365499.99999988)
"2332",0.567708313,"XY",2024-01-11,2024,1,2024,"S86-009",939499.999998773,6590499.99999979,c(939499.999998773, 6590499.99999979)
"2333",0.911458313,"XY",2024-01-11,2024,1,2024,"S86-027",894499.99999884,6365499.99999988,c(894499.99999884, 6365499.99999988)
"2334",0.838541687,"XY",2024-01-11,2024,1,2024,"S86-027",894499.99999884,6365499.99999988,c(894499.99999884, 6365499.99999988)
"2335",0.796875,"XY",2024-01-11,2024,1,2024,"S86-027",894499.99999884,6365499.99999988,c(894499.99999884, 6365499.99999988)
"2336",0.9375,"XY",2024-01-11,2024,1,2024,"S79-003",999499.999998684,6380499.99999987,c(999499.999998684, 6380499.99999987)
"2338",0.833333313,"XX",2024-01-11,2024,1,2024,"S86-114",894499.99999884,6420499.99999986,c(894499.99999884, 6420499.99999986)
"2339",0.786458313,"XX",2024-01-11,2024,1,2024,"S56-48",974499.999998721,6325499.99999989,c(974499.999998721, 6325499.99999989)
"2340",0.875,"XY",2024-01-11,2024,1,2024,"S86-113",894499.99999884,6365499.99999988,c(894499.99999884, 6365499.99999988)
"2342",0.890625,"XX",2024-01-11,2024,1,2024,"S82-109",989499.999998698,6365499.99999988,c(989499.999998698, 6365499.99999988)
"2343",0.65625,"XY",2024-01-12,2024,1,2024,"S82-065",974499.999998721,6240499.99999992,c(974499.999998721, 6240499.99999992)
"2344",0.578125,"XY",2024-01-12,2024,1,2024,"S86-198",999499.999998684,6410499.99999986,c(999499.999998684, 6410499.99999986)
"2345",0.927083313,"XY",2024-01-12,2024,1,2024,"S59-06",904499.999998825,6420499.99999986,c(904499.999998825, 6420499.99999986)
"2346",0.942708313,"XX",2024-01-12,2024,1,2024,"S75-031",954499.999998751,6375499.99999987,c(954499.999998751, 6375499.99999987)
"2347",0.505208313,"XX",2024-01-12,2024,1,2024,"S86-108",989499.999998698,6430499.99999985,c(989499.999998698, 6430499.99999985)
"2348",1,"XY",2024-01-12,2024,1,2024,"S86-015",934499.99999878,6450499.99999985,c(934499.99999878, 6450499.99999985)
"2349",0.947916687,"XX",2024-01-12,2024,1,2024,"S70-007",979499.999998713,6240499.99999992,c(979499.999998713, 6240499.99999992)
"2350",1,"XX",2024-01-12,2024,1,2024,"S86-089",949499.999998758,6480499.99999983,c(949499.999998758, 6480499.99999983)
"2351",0.953125,"XX",2024-01-12,2024,1,2024,"S79-060",976499.999998718,6248499.99999992,c(976499.999998718, 6248499.99999992)
"2352",1,"XX",2024-01-12,2024,1,2024,"S86-046",1029499.99999864,6350499.99999988,c(1029499.99999864, 6350499.99999988)
"2353",1,"XY",2024-01-12,2024,1,2024,"S86-044",1029499.99999864,6350499.99999988,c(1029499.99999864, 6350499.99999988)
"2354",0.84375,"XX",2024-01-12,2024,1,2024,"S85-098",1019499.99999865,6350499.99999988,c(1019499.99999865, 6350499.99999988)
"2355",0.651041687,"XY",2024-01-12,2024,1,2024,"S80-015",754499.999999049,6400499.99999986,c(754499.999999049, 6400499.99999986)
"2356",1,"XY",2024-01-12,2024,1,2024,"S86-015",934499.99999878,6450499.99999985,c(934499.99999878, 6450499.99999985)
"2357",1,"XX",2024-01-13,2024,1,2024,"S82-021",969499.999998728,6310499.9999999,c(969499.999998728, 6310499.9999999)
"2358",1,"XY",2024-01-13,2024,1,2024,"S87-037",999499.999998684,6345499.99999988,c(999499.999998684, 6345499.99999988)
"2359",0.989583313,"XY",2024-01-13,2024,1,2024,"S86-052",924499.999998795,6340499.99999989,c(924499.999998795, 6340499.99999989)
"2360",0.53125,"XX",2024-01-14,2024,1,2024,"S82-025",939499.999998773,6315499.99999989,c(939499.999998773, 6315499.99999989)
"2361",1,"XX",2024-01-14,2024,1,2024,"S82-025",938499.999998775,6319499.99999989,c(938499.999998775, 6319499.99999989)
"2362",0.927083313,"XX",2024-01-14,2024,1,2024,"S86-100",939499.999998773,6315499.99999989,c(939499.999998773, 6315499.99999989)
"2363",0.708333313,"XX",2024-01-15,2024,1,2024,"S83-044",906499.999998822,6378499.99999987,c(906499.999998822, 6378499.99999987)
"2365",0.973958313,"XY",2024-01-15,2024,1,2024,"S82-032",909499.999998818,6375499.99999987,c(909499.999998818, 6375499.99999987)
"2367",0.994791687,"XX",2024-01-15,2024,1,2024,"S88-047",1059499.99999859,6310499.9999999,c(1059499.99999859, 6310499.9999999)
"2368",0.99000001,"XY",2024-01-15,2024,1,2024,"S75-071",989499.999998698,6525499.99999982,c(989499.999998698, 6525499.99999982)
"2369",0.979166687,"XY",2024-01-15,2024,1,2024,"S69-68",994499.999998691,6345499.99999988,c(994499.999998691, 6345499.99999988)
"2370",0.927083313,"XX",2024-01-15,2024,1,2024,"S86-078",909499.999998818,6370499.99999987,c(909499.999998818, 6370499.99999987)
"2371",0.515625,"XX",2024-01-15,2024,1,2024,"S86-064",969499.999998728,6340499.99999989,c(969499.999998728, 6340499.99999989)
"2372",0.875,"XY",2024-01-15,2024,1,2024,"S82-114",1014499.99999866,6365499.99999988,c(1014499.99999866, 6365499.99999988)
"2373",0.895833313,"XX",2024-01-15,2024,1,2024,"S64-38",944499.999998766,6480499.99999983,c(944499.999998766, 6480499.99999983)
"2375",1,"XY",2024-01-16,2024,1,2024,"S86-006",944499.999998766,6480499.99999983,c(944499.999998766, 6480499.99999983)
"2376",0.989583313,"XY",2024-01-16,2024,1,2024,"S86-060",889499.999998848,6330499.99999989,c(889499.999998848, 6330499.99999989)
"2377",1,"XY",2024-01-16,2024,1,2024,"S86-023",935499.999998779,6589499.99999979,c(935499.999998779, 6589499.99999979)
"2378",0.78125,"XX",2024-01-16,2024,1,2024,"S86-033",744499.999999064,6335499.99999989,c(744499.999999064, 6335499.99999989)
"2379",0.8125,"XY",2024-01-16,2024,1,2024,"S65-35",950499.999998757,6407499.99999986,c(950499.999998757, 6407499.99999986)
"2380",0.958333313,"XY",2024-01-16,2024,1,2024,"S86-092",944499.999998766,6480499.99999983,c(944499.999998766, 6480499.99999983)
"2381",0.510416687,"XX",2024-01-16,2024,1,2024,"S86-071",924499.999998795,6285499.99999991,c(924499.999998795, 6285499.99999991)
"2382",1,"XX",2024-01-16,2024,1,2024,"S86-051",1008499.99999867,6359499.99999988,c(1008499.99999867, 6359499.99999988)
"2384",0.666666687,"NI",2024-01-16,2024,1,2024,"S86-076",1009499.99999867,6300499.9999999,c(1009499.99999867, 6300499.9999999)
"2385",1,"XX",2024-01-16,2024,1,2024,"S86-072",1004499.99999868,6300499.9999999,c(1004499.99999868, 6300499.9999999)
"2386",0.828125,"XY",2024-01-16,2024,1,2024,"S86-006",944499.999998766,6480499.99999983,c(944499.999998766, 6480499.99999983)
"2387",0.90625,"XY",2024-01-16,2024,1,2024,"S86-088",944499.999998766,6480499.99999983,c(944499.999998766, 6480499.99999983)
"2388",1,"XX",2024-01-16,2024,1,2024,"S86-123",924499.999998795,6475499.99999984,c(924499.999998795, 6475499.99999984)
"2389",0.848958313,"XY",2024-01-16,2024,1,2024,"S87-081",924499.999998795,6415499.99999986,c(924499.999998795, 6415499.99999986)
"2390",0.859375,"XY",2024-01-16,2024,1,2024,"S87-007",924499.999998795,6415499.99999986,c(924499.999998795, 6415499.99999986)
"2391",0.9375,"XY",2024-01-16,2024,1,2024,"S87-008",924499.999998795,6415499.99999986,c(924499.999998795, 6415499.99999986)
"2392",0.609375,"XY",2024-01-16,2024,1,2024,"S85-007",744499.999999064,6335499.99999989,c(744499.999999064, 6335499.99999989)
"2393",0.973958313,"XX",2024-01-16,2024,1,2024,"S86-033",744499.999999064,6335499.99999989,c(744499.999999064, 6335499.99999989)
"2394",0.932291687,"XX",2024-01-16,2024,1,2024,"S55-24",924499.999998795,6290499.9999999,c(924499.999998795, 6290499.9999999)
"2395",0.875,"XY",2024-01-17,2024,1,2024,"S86-122",939499.999998773,6455499.99999984,c(939499.999998773, 6455499.99999984)
"2397",0.817708313,"XY",2024-01-17,2024,1,2024,"S80-056",944499.999998766,6290499.9999999,c(944499.999998766, 6290499.9999999)
"2398",1,"XY",2024-01-17,2024,1,2024,"S86-065",864499.999998885,6410499.99999986,c(864499.999998885, 6410499.99999986)
"2399",0.598958313,"XX",2024-01-17,2024,1,2024,"S86-077",869499.999998878,6415499.99999986,c(869499.999998878, 6415499.99999986)
"2400",0.697916687,"XY",2024-01-17,2024,1,2024,"S84-004",889499.999998848,6400499.99999986,c(889499.999998848, 6400499.99999986)
"2401",0.911458313,"XY",2024-01-17,2024,1,2024,"S86-068",949499.999998758,6340499.99999989,c(949499.999998758, 6340499.99999989)
"2402",0.96875,"XY",2024-01-17,2024,1,2024,"S86-034",968499.99999873,6509499.99999982,c(968499.99999873, 6509499.99999982)
"2403",0.635416687,"XY",2024-01-17,2024,1,2024,"S86-132",993499.999998693,6509499.99999982,c(993499.999998693, 6509499.99999982)
"2404",0.96875,"XX",2024-01-17,2024,1,2024,"S86-121",934499.99999878,6430499.99999985,c(934499.99999878, 6430499.99999985)
"2405",0.78125,"XX",2024-01-17,2024,1,2024,"S75-059",889499.999998848,6400499.99999986,c(889499.999998848, 6400499.99999986)
"2406",0.939999998,"XY",2024-01-18,2024,1,2024,"S88-040",939499.999998773,6440499.99999985,c(939499.999998773, 6440499.99999985)
"2407",1,"XX",2024-01-18,2024,1,2024,"S86-039",924499.999998795,6285499.99999991,c(924499.999998795, 6285499.99999991)
"2408",0.822916687,"XY",2024-01-18,2024,1,2024,"S87-049",1064499.99999859,6330499.99999989,c(1064499.99999859, 6330499.99999989)
"2409",0.677083313,"XX",2024-01-18,2024,1,2024,"S86-033",744499.999999064,6335499.99999989,c(744499.999999064, 6335499.99999989)
"2410",0.833333313,"XX",2024-01-18,2024,1,2024,"S79-112",1073499.99999857,6344499.99999988,c(1073499.99999857, 6344499.99999988)
"2411",0.885416687,"XX",2024-01-18,2024,1,2024,"S87-050",1074499.99999857,6340499.99999989,c(1074499.99999857, 6340499.99999989)
"2412",1,"XX",2024-01-18,2024,1,2024,"S87-001",1014499.99999866,6340499.99999989,c(1014499.99999866, 6340499.99999989)
"2414",1,"XY",2024-01-18,2024,1,2024,"S86-020",1009499.99999867,6295499.9999999,c(1009499.99999867, 6295499.9999999)
"2415",0.839999974,"XX",2024-01-18,2024,1,2024,"S81-136",936499.999998778,6443499.99999985,c(936499.999998778, 6443499.99999985)
"2416",0.828125,"XX",2024-01-18,2024,1,2024,"S86-039",923499.999998797,6289499.9999999,c(923499.999998797, 6289499.9999999)
"2418",0.708333313,"NI",2024-01-18,2024,1,2024,"S86-061",924499.999998795,6285499.99999991,c(924499.999998795, 6285499.99999991)
"2419",0.744791687,"XY",2024-01-18,2024,1,2024,"S86-001",879499.999998863,6320499.99999989,c(879499.999998863, 6320499.99999989)
"2420",0.854166687,"XY",2024-01-18,2024,1,2024,"S86-001",878499.999998864,6324499.99999989,c(878499.999998864, 6324499.99999989)
"2421",0.84375,"XY",2024-01-18,2024,1,2024,"S86-001",878499.999998864,6324499.99999989,c(878499.999998864, 6324499.99999989)
"2422",0.541666687,"XX",2024-01-18,2024,1,2024,"S81-136",936499.999998778,6443499.99999985,c(936499.999998778, 6443499.99999985)
"2423",1,"XX",2024-01-18,2024,1,2024,"S86-063",924499.999998795,6285499.99999991,c(924499.999998795, 6285499.99999991)
"2424",0.930000007,"XX",2024-01-18,2024,1,2024,"S81-136",936499.999998778,6444499.99999985,c(936499.999998778, 6444499.99999985)
"2425",1,"XX",2024-01-18,2024,1,2024,"S86-005",924499.999998795,6300499.9999999,c(924499.999998795, 6300499.9999999)
"2427",1,"XX",2024-01-18,2024,1,2024,"S86-005",918499.999998804,6299499.9999999,c(918499.999998804, 6299499.9999999)
"2428",0.96875,"XY",2024-01-18,2024,1,2024,"S83-023",919499.999998803,6295499.9999999,c(919499.999998803, 6295499.9999999)
"2429",1,"XY",2024-01-18,2024,1,2024,"S86-102",924499.999998795,6300499.9999999,c(924499.999998795, 6300499.9999999)
"2430",0.994791687,"XY",2024-01-18,2024,1,2024,"S86-101",924499.999998795,6300499.9999999,c(924499.999998795, 6300499.9999999)
"2431",0.859375,"XY",2024-01-18,2024,1,2024,"S85-010",959499.999998743,6325499.99999989,c(959499.999998743, 6325499.99999989)
"2432",0.989583313,"XX",2024-01-18,2024,1,2024,"S85-016",994499.999998691,6320499.99999989,c(994499.999998691, 6320499.99999989)
"2434",1,"XX",2024-01-18,2024,1,2024,"S86-005",921499.9999988,6303499.9999999,c(921499.9999988, 6303499.9999999)
"2436",0.932291687,"XY",2024-01-19,2024,1,2024,"S77-032",889499.999998848,6410499.99999986,c(889499.999998848, 6410499.99999986)
"2437",1,"XX",2024-01-19,2024,1,2024,"S73-025",1004499.99999868,6340499.99999989,c(1004499.99999868, 6340499.99999989)
"2438",1,"XY",2024-01-19,2024,1,2024,"S77-032",888499.999998849,6414499.99999986,c(888499.999998849, 6414499.99999986)
"2439",0.96875,"XY",2024-01-19,2024,1,2024,"S86-038",843499.999998916,6379499.99999987,c(843499.999998916, 6379499.99999987)
"2440",0.729166687,"XX",2024-01-21,2024,1,2024,"S87-123",769499.999999027,6360499.99999988,c(769499.999999027, 6360499.99999988)
"2441",0.625,"XX",2024-01-21,2024,1,2024,"S88-031",954499.999998751,6375499.99999987,c(954499.999998751, 6375499.99999987)
"2442",0.833333313,"XY",2024-01-21,2024,1,2024,"S86-103",954499.999998751,6360499.99999988,c(954499.999998751, 6360499.99999988)
"2443",0.807291687,"XY",2024-01-21,2024,1,2024,"S87-048",1058499.9999986,6334499.99999989,c(1058499.9999986, 6334499.99999989)
"2444",0.994791687,"XX",2024-01-21,2024,1,2024,"S78-082",1034499.99999863,6340499.99999989,c(1034499.99999863, 6340499.99999989)
"2445",0.9375,"XX",2024-01-21,2024,1,2024,"S63-35",1039499.99999862,6345499.99999988,c(1039499.99999862, 6345499.99999988)
"2446",0.979166687,"XX",2024-01-22,2024,1,2024,"S87-001",1013499.99999866,6344499.99999988,c(1013499.99999866, 6344499.99999988)
"2448",1,"XX",2024-01-22,2024,1,2024,"S81-116",1019499.99999865,6410499.99999986,c(1019499.99999865, 6410499.99999986)
"2449",1,"XX",2024-01-22,2024,1,2024,"S87-111",1019499.99999865,6410499.99999986,c(1019499.99999865, 6410499.99999986)
"2450",1,"XY",2024-01-22,2024,1,2024,"S82-114",1013499.99999866,6364499.99999988,c(1013499.99999866, 6364499.99999988)
"2451",0.614583313,"XY",2024-01-22,2024,1,2024,"S79-003",1003499.99999868,6384499.99999987,c(1003499.99999868, 6384499.99999987)
"2452",0.625,"XX",2024-01-22,2024,1,2024,"S87-026",884499.999998855,6300499.9999999,c(884499.999998855, 6300499.9999999)
"2454",0.850000024,"XX",2024-01-22,2024,1,2024,"S88-025",879499.999998863,6300499.9999999,c(879499.999998863, 6300499.9999999)
"2455",1,"XX",2024-01-22,2024,1,2024,"S80-085",899499.999998833,6305499.9999999,c(899499.999998833, 6305499.9999999)
"2456",0.703125,"XY",2024-01-22,2024,1,2024,"S74-098",899499.999998833,6305499.9999999,c(899499.999998833, 6305499.9999999)
"2457",1,"XX",2024-01-22,2024,1,2024,"S86-048",904499.999998825,6305499.9999999,c(904499.999998825, 6305499.9999999)
"2458",0.65625,"XX",2024-01-22,2024,1,2024,"S86-017",951499.999998755,6368499.99999988,c(951499.999998755, 6368499.99999988)
"2459",0.614583313,"XX",2024-01-22,2024,1,2024,"S86-017",951499.999998755,6368499.99999988,c(951499.999998755, 6368499.99999988)
"2460",0.947916687,"XY",2024-01-22,2024,1,2024,"S79-003",1003499.99999868,6384499.99999987,c(1003499.99999868, 6384499.99999987)
"2461",1,"XY",2024-01-22,2024,1,2024,"S87-114",1019499.99999865,6410499.99999986,c(1019499.99999865, 6410499.99999986)
"2462",0.994791687,"XX",2024-01-23,2024,1,2024,"S64-38",948499.99999876,6479499.99999983,c(948499.99999876, 6479499.99999983)
"2463",0.78125,"XX",2024-01-23,2024,1,2024,"S75-031",943499.999998767,6374499.99999987,c(943499.999998767, 6374499.99999987)
"2464",0.973958313,"XY",2024-01-23,2024,1,2024,"S87-078",924499.999998795,6415499.99999986,c(924499.999998795, 6415499.99999986)
"2465",0.973958313,"XY",2024-01-23,2024,1,2024,"S87-008",923499.999998797,6419499.99999986,c(923499.999998797, 6419499.99999986)
"2466",1,"XX",2024-01-23,2024,1,2024,"S81-136",930499.999998786,6442499.99999985,c(930499.999998786, 6442499.99999985)
"2467",1,"XY",2024-01-23,2024,1,2024,"S87-005",949499.999998758,6370499.99999987,c(949499.999998758, 6370499.99999987)
"2468",0.942708313,"XX",2024-01-23,2024,1,2024,"S87-058",949499.999998758,6370499.99999987,c(949499.999998758, 6370499.99999987)
"2469",0.989583313,"XY",2024-01-23,2024,1,2024,"S70-113",969499.999998728,6460499.99999984,c(969499.999998728, 6460499.99999984)
"2470",0.729166687,"XY",2024-01-23,2024,1,2024,"S86-130",973499.999998722,6464499.99999984,c(973499.999998722, 6464499.99999984)
"2471",0.989583313,"XY",2024-01-23,2024,1,2024,"S87-005",948499.99999876,6374499.99999987,c(948499.99999876, 6374499.99999987)
"2473",0.970000029,"XX",2024-01-23,2024,1,2024,"S88-002",929499.999998788,6430499.99999985,c(929499.999998788, 6430499.99999985)
"2474",0.9375,"XX",2024-01-24,2024,1,2024,"S88-005",964499.999998736,6410499.99999986,c(964499.999998736, 6410499.99999986)
"2475",1,"XX",2024-01-24,2024,1,2024,"S87-075",979499.999998713,6525499.99999982,c(979499.999998713, 6525499.99999982)
"2476",0.770833313,"XY",2024-01-24,2024,1,2024,"S86-043",934499.99999878,6385499.99999987,c(934499.99999878, 6385499.99999987)
"2477",1,"XY",2024-01-24,2024,1,2024,"S89-005",994499.999998691,6350499.99999988,c(994499.999998691, 6350499.99999988)
"2478",0.921875,"XX",2024-01-24,2024,1,2024,"S86-062",991499.999998695,6353499.99999988,c(991499.999998695, 6353499.99999988)
"2479",0.880208313,"XY",2024-01-24,2024,1,2024,"S65-23",973499.999998722,6329499.99999989,c(973499.999998722, 6329499.99999989)
"2480",0.889999986,"XY",2024-01-24,2024,1,2024,"S86-201",994499.999998691,6535499.99999981,c(994499.999998691, 6535499.99999981)
"2481",0.557291687,"XX",2024-01-24,2024,1,2024,"S87-012",994499.999998691,6535499.99999981,c(994499.999998691, 6535499.99999981)
"2482",0.864583313,"XX",2024-01-24,2024,1,2024,"S89-018",979499.999998713,6310499.9999999,c(979499.999998713, 6310499.9999999)
"2483",0.807291687,"XX",2024-01-24,2024,1,2024,"S86-054",978499.999998715,6314499.99999989,c(978499.999998715, 6314499.99999989)
"2484",0.708333313,"XY",2024-01-24,2024,1,2024,"S86-201",994499.999998691,6535499.99999981,c(994499.999998691, 6535499.99999981)
"2485",0.822916687,"XX",2024-01-24,2024,1,2024,"S87-095",979499.999998713,6310499.9999999,c(979499.999998713, 6310499.9999999)
"2486",1,"XY",2024-01-24,2024,1,2024,"S85-025",934499.99999878,6385499.99999987,c(934499.99999878, 6385499.99999987)
"2487",0.989583313,"XY",2024-01-24,2024,1,2024,"S88-093",949499.999998758,6440499.99999985,c(949499.999998758, 6440499.99999985)
"2488",0.84375,"XY",2024-01-24,2024,1,2024,"S87-019",899499.999998833,6455499.99999984,c(899499.999998833, 6455499.99999984)
"2489",1,"XX",2024-01-24,2024,1,2024,"S78-037",909499.999998818,6390499.99999987,c(909499.999998818, 6390499.99999987)
"2490",0.744791687,"XX",2024-01-24,2024,1,2024,"S86-041",864499.999998885,6410499.99999986,c(864499.999998885, 6410499.99999986)
"2491",0.916666687,"XX",2024-01-24,2024,1,2024,"S86-041",863499.999998886,6414499.99999986,c(863499.999998886, 6414499.99999986)
"2492",0.796875,"XY",2024-01-24,2024,1,2024,"S82-010",894499.99999884,6430499.99999985,c(894499.99999884, 6430499.99999985)
"2493",0.96875,"XX",2024-01-24,2024,1,2024,"S87-127",894499.99999884,6430499.99999985,c(894499.99999884, 6430499.99999985)
"2494",0.776041687,"XY",2024-01-24,2024,1,2024,"S86-093",898499.999998834,6459499.99999984,c(898499.999998834, 6459499.99999984)
"2495",0.989583313,"XX",2024-01-24,2024,1,2024,"S87-083",934499.99999878,6460499.99999984,c(934499.99999878, 6460499.99999984)
"2496",0.973958313,"XX",2024-01-24,2024,1,2024,"S88-005",958499.999998745,6414499.99999986,c(958499.999998745, 6414499.99999986)
"2497",0.880208313,"XY",2024-01-24,2024,1,2024,"S88-093",948499.99999876,6449499.99999985,c(948499.99999876, 6449499.99999985)
"2498",0.953125,"XY",2024-01-25,2024,1,2024,"S88-100",974499.999998721,6530499.99999982,c(974499.999998721, 6530499.99999982)
"2499",0.947916687,"XY",2024-01-25,2024,1,2024,"S87-129",984499.999998706,6475499.99999984,c(984499.999998706, 6475499.99999984)
"2501",1,"XY",2024-01-25,2024,1,2024,"S87-014",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2503",1,"XX",2024-01-25,2024,1,2024,"S87-015",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2504",0.90625,"XY",2024-01-25,2024,1,2024,"S78-042",939499.999998773,6395499.99999987,c(939499.999998773, 6395499.99999987)
"2505",0.869791687,"XX",2024-01-25,2024,1,2024,"S87-053",964499.999998736,6315499.99999989,c(964499.999998736, 6315499.99999989)
"2506",0.921875,"XX",2024-01-25,2024,1,2024,"S82-025",938499.999998775,6319499.99999989,c(938499.999998775, 6319499.99999989)
"2507",1,"XY",2024-01-25,2024,1,2024,"S78-042",939499.999998773,6395499.99999987,c(939499.999998773, 6395499.99999987)
"2508",0.850000024,"XX",2024-01-25,2024,1,2024,"S88-002",928499.99999879,6439499.99999985,c(928499.99999879, 6439499.99999985)
"2509",0.947916687,"XX",2024-01-25,2024,1,2024,"S87-106",944499.999998766,6350499.99999988,c(944499.999998766, 6350499.99999988)
"2510",0.920000017,"XY",2024-01-25,2024,1,2024,"S73-070",931499.999998785,6449499.99999985,c(931499.999998785, 6449499.99999985)
"2511",0.901041687,"XX",2024-01-25,2024,1,2024,"S88-002",926499.999998792,6433499.99999985,c(926499.999998792, 6433499.99999985)
"2512",0.71875,"XX",2024-01-25,2024,1,2024,"S75-048",929499.999998788,6400499.99999986,c(929499.999998788, 6400499.99999986)
"2514",0.723958313,"XY",2024-01-25,2024,1,2024,"S86-070",983499.999998707,6479499.99999983,c(983499.999998707, 6479499.99999983)
"2515",1,"XY",2024-01-25,2024,1,2024,"S86-037",911499.999998815,6373499.99999987,c(911499.999998815, 6373499.99999987)
"2516",0.958333313,"XY",2024-01-25,2024,1,2024,"S86-001",875499.999998868,6319499.99999989,c(875499.999998868, 6319499.99999989)
"2517",0.65625,"XY",2024-01-25,2024,1,2024,"S86-018",989499.999998698,6555499.99999981,c(989499.999998698, 6555499.99999981)
"2518",0.796875,"XX",2024-01-25,2024,1,2024,"S60-23",974499.999998721,6435499.99999985,c(974499.999998721, 6435499.99999985)
"2519",0.875,"XX",2024-01-25,2024,1,2024,"S78-031",984499.999998706,6415499.99999986,c(984499.999998706, 6415499.99999986)
"2520",0.53125,"XX",2024-01-25,2024,1,2024,"S86-003",989499.999998698,6555499.99999981,c(989499.999998698, 6555499.99999981)
"2521",0.791666687,"XY",2024-01-25,2024,1,2024,"S86-037",905499.999998824,6369499.99999988,c(905499.999998824, 6369499.99999988)
"2522",0.734375,"XX",2024-01-25,2024,1,2024,"S86-003",988499.9999987,6559499.99999981,c(988499.9999987, 6559499.99999981)
"2523",0.885416687,"XY",2024-01-25,2024,1,2024,"S86-018",988499.9999987,6559499.99999981,c(988499.9999987, 6559499.99999981)
"2525",0.625,"XX",2024-01-26,2024,1,2024,"S81-116",998499.999998685,6414499.99999986,c(998499.999998685, 6414499.99999986)
"2526",0.973958313,"XX",2024-01-26,2024,1,2024,"S65-36",949499.999998758,6415499.99999986,c(949499.999998758, 6415499.99999986)
"2527",0.640625,"XY",2024-01-26,2024,1,2024,"S84-003",899499.999998833,6395499.99999987,c(899499.999998833, 6395499.99999987)
"2528",0.885416687,"XX",2024-01-26,2024,1,2024,"S87-032",999499.999998684,6420499.99999986,c(999499.999998684, 6420499.99999986)
"2529",1,"XY",2024-01-26,2024,1,2024,"S89-010",939499.999998773,6435499.99999985,c(939499.999998773, 6435499.99999985)
"2530",1,"XX",2024-01-26,2024,1,2024,"S81-136",933499.999998782,6437499.99999985,c(933499.999998782, 6437499.99999985)
"2531",0.739583313,"XY",2024-01-26,2024,1,2024,"S87-030",893499.999998842,6344499.99999988,c(893499.999998842, 6344499.99999988)
"2532",0.78125,"XY",2024-01-26,2024,1,2024,"S88-080",999499.999998684,6410499.99999986,c(999499.999998684, 6410499.99999986)
"2533",0.994791687,"XY",2024-01-26,2024,1,2024,"S86-080",984499.999998706,6405499.99999986,c(984499.999998706, 6405499.99999986)
"2534",0.588541687,"XX",2024-01-26,2024,1,2024,"S85-016",988499.9999987,6319499.99999989,c(988499.9999987, 6319499.99999989)
"2536",0.869791687,"XX",2024-01-27,2024,1,2024,"S88-045",939499.999998773,6415499.99999986,c(939499.999998773, 6415499.99999986)
"2537",0.755208313,"XX",2024-01-27,2024,1,2024,"S82-039",864499.999998885,6290499.9999999,c(864499.999998885, 6290499.9999999)
"2538",0.682291687,"XX",2024-01-27,2024,1,2024,"S87-100",979499.999998713,6320499.99999989,c(979499.999998713, 6320499.99999989)
