"","INDEX_CAL","SEXE","date1","Year","mois","saisonyear","Id","x","y","geometry"
"2541",0.822916687,"XY",2024-01-27,2024,1,2024,"S82-081",939499.999998773,6415499.99999986,c(939499.999998773, 6415499.99999986)
"2542",0.708333313,"XY",2024-01-29,2024,1,2024,"S74-011",983499.999998707,6404499.99999986,c(983499.999998707, 6404499.99999986)
"2543",0.854166687,"XX",2024-01-29,2024,1,2024,"S69-53",999499.999998684,6400499.99999986,c(999499.999998684, 6400499.99999986)
"2544",0.829999983,"XX",2024-01-29,2024,1,2024,"S87-084",889499.999998848,6430499.99999985,c(889499.999998848, 6430499.99999985)
"2545",1,"XY",2024-01-29,2024,1,2024,"S87-082",924499.999998795,6480499.99999983,c(924499.999998795, 6480499.99999983)
"2546",0.734375,"XX",2024-01-29,2024,1,2024,"S86-127",928499.99999879,6604499.99999979,c(928499.99999879, 6604499.99999979)
"2547",0.932291687,"XX",2024-01-29,2024,1,2024,"S74-014",908499.999998819,6354499.99999988,c(908499.999998819, 6354499.99999988)
"2549",0.9375,"XY",2024-01-29,2024,1,2024,"S87-109",929499.999998788,6340499.99999989,c(929499.999998788, 6340499.99999989)
"2550",0.78125,"XY",2024-01-29,2024,1,2024,"S78-034",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2551",1,"XY",2024-01-29,2024,1,2024,"S87-126",994499.999998691,6240499.99999992,c(994499.999998691, 6240499.99999992)
"2552",0.916666687,"XX",2024-01-29,2024,1,2024,"S81-129",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2553",0.953125,"XX",2024-01-29,2024,1,2024,"S77-028",905499.999998824,6354499.99999988,c(905499.999998824, 6354499.99999988)
"2554",0.9375,"XX",2024-01-30,2024,1,2024,"S82-116",1034499.99999863,6345499.99999988,c(1034499.99999863, 6345499.99999988)
"2555",0.640625,"XX",2024-01-30,2024,1,2024,"S74-002",899499.999998833,6240499.99999992,c(899499.999998833, 6240499.99999992)
"2556",0.927083313,"XY",2024-01-30,2024,1,2024,"S87-066",899499.999998833,6240499.99999992,c(899499.999998833, 6240499.99999992)
"2558",0.864583313,"XX",2024-01-30,2024,1,2024,"S86-117",898499.999998834,6439499.99999985,c(898499.999998834, 6439499.99999985)
"2559",0.96875,"XY",2024-01-30,2024,1,2024,"S87-068",899499.999998833,6240499.99999992,c(899499.999998833, 6240499.99999992)
"2560",0.895833313,"XY",2024-01-30,2024,1,2024,"S86-081",898499.999998834,6244499.99999992,c(898499.999998834, 6244499.99999992)
"2561",0.880208313,"XX",2024-01-30,2024,1,2024,"S80-086",904499.999998825,6315499.99999989,c(904499.999998825, 6315499.99999989)
"2563",0.755208313,"XX",2024-01-30,2024,1,2024,"S87-024",899499.999998833,6435499.99999985,c(899499.999998833, 6435499.99999985)
"2564",1,"XY",2024-01-30,2024,1,2024,"S87-022",1069499.99999858,6335499.99999989,c(1069499.99999858, 6335499.99999989)
"2565",0.755208313,"XY",2024-01-30,2024,1,2024,"S87-079",944499.999998766,6475499.99999984,c(944499.999998766, 6475499.99999984)
"2567",1,"XX",2024-01-30,2024,1,2024,"S87-012",988499.9999987,6529499.99999982,c(988499.9999987, 6529499.99999982)
"2568",0.901041687,"XY",2024-01-30,2024,1,2024,"S88-038",904499.999998825,6315499.99999989,c(904499.999998825, 6315499.99999989)
"2569",0.848958313,"XX",2024-01-30,2024,1,2024,"S72-012",934499.99999878,6335499.99999989,c(934499.99999878, 6335499.99999989)
"2570",1,"XX",2024-01-30,2024,1,2024,"S84-002",949499.999998758,6360499.99999988,c(949499.999998758, 6360499.99999988)
"2571",0.920000017,"XY",2024-01-30,2024,1,2024,"S75-071",988499.9999987,6529499.99999982,c(988499.9999987, 6529499.99999982)
"2572",1,"XX",2024-01-30,2024,1,2024,"S87-016",769499.999999027,6360499.99999988,c(769499.999999027, 6360499.99999988)
"2573",1,"XX",2024-01-30,2024,1,2024,"S78-008",994499.999998691,6345499.99999988,c(994499.999998691, 6345499.99999988)
"2574",0.901041687,"XX",2024-01-30,2024,1,2024,"S64-38",941499.99999877,6478499.99999984,c(941499.99999877, 6478499.99999984)
"2575",1,"XX",2024-01-30,2024,1,2024,"S81-011",769499.999999027,6360499.99999988,c(769499.999999027, 6360499.99999988)
"2576",0.921875,"XX",2024-01-30,2024,1,2024,"S84-033",979499.999998713,6515499.99999982,c(979499.999998713, 6515499.99999982)
"2577",1,"XY",2024-01-30,2024,1,2024,"S87-052",904499.999998825,6315499.99999989,c(904499.999998825, 6315499.99999989)
"2578",1,"XX",2024-01-30,2024,1,2024,"S87-124",769499.999999027,6360499.99999988,c(769499.999999027, 6360499.99999988)
"2579",0.9375,"XY",2024-01-31,2024,1,2024,"S87-004",954499.999998751,6540499.99999981,c(954499.999998751, 6540499.99999981)
"2580",0.994791687,"XY",2024-01-31,2024,1,2024,"S87-044",999499.999998684,6370499.99999987,c(999499.999998684, 6370499.99999987)
"2581",0.989583313,"XX",2024-01-31,2024,1,2024,"S79-066",954499.999998751,6540499.99999981,c(954499.999998751, 6540499.99999981)
"2583",1,"XY",2024-01-31,2024,1,2024,"S87-003",954499.999998751,6540499.99999981,c(954499.999998751, 6540499.99999981)
"2584",1,"XY",2024-01-31,2024,1,2024,"S87-003",953499.999998752,6544499.99999981,c(953499.999998752, 6544499.99999981)
"2585",0.939999998,"XY",2024-01-31,2024,1,2024,"S86-201",986499.999998703,6528499.99999982,c(986499.999998703, 6528499.99999982)
"2586",0.989583313,"XY",2024-01-31,2024,1,2024,"S87-004",953499.999998752,6544499.99999981,c(953499.999998752, 6544499.99999981)
"2587",0.96875,"XY",2024-01-31,2024,1,2024,"S78-034",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2588",1,"XY",2024-01-31,2024,1,2024,"S87-014",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2589",1,"XX",2024-01-31,2024,1,2024,"S87-015",959499.999998743,6635499.99999978,c(959499.999998743, 6635499.99999978)
"2590",0.661458313,"XY",2024-01-31,2024,1,2024,"S86-025",894499.99999884,6420499.99999986,c(894499.99999884, 6420499.99999986)
"2592",0.96875,"XY",2024-02-01,2024,2,2024,"S87-047",894499.99999884,6325499.99999989,c(894499.99999884, 6325499.99999989)
"2594",0.864583313,"XX",2024-02-01,2024,2,2024,"S82-029",938499.999998775,6364499.99999988,c(938499.999998775, 6364499.99999988)
"2595",0.635416687,"XX",2024-02-01,2024,2,2024,"S84-033",973499.999998722,6519499.99999982,c(973499.999998722, 6519499.99999982)
"2596",0.807291687,"XY",2024-02-01,2024,2,2024,"S87-033",884499.999998855,6375499.99999987,c(884499.999998855, 6375499.99999987)
"2597",0.979166687,"XX",2024-02-01,2024,2,2024,"S88-094",929499.999998788,6445499.99999985,c(929499.999998788, 6445499.99999985)
"2598",0.822916687,"XY",2024-02-01,2024,2,2024,"S79-069",969499.999998728,6515499.99999982,c(969499.999998728, 6515499.99999982)
"2599",0.697916687,"XX",2024-02-01,2024,2,2024,"S82-025",939499.999998773,6315499.99999989,c(939499.999998773, 6315499.99999989)
"2600",1,"XY",2024-02-01,2024,2,2024,"S82-017",999499.999998684,6355499.99999988,c(999499.999998684, 6355499.99999988)
"2601",0.901041687,"XY",2024-02-01,2024,2,2024,"S78-034",956499.999998748,6638499.99999978,c(956499.999998748, 6638499.99999978)
"2602",0.526041687,"XX",2024-02-01,2024,2,2024,"S73-025",998499.999998685,6349499.99999988,c(998499.999998685, 6349499.99999988)
"2603",0.953125,"XY",2024-02-01,2024,2,2024,"S87-022",1068499.99999858,6334499.99999989,c(1068499.99999858, 6334499.99999989)
"2604",1,"XY",2024-02-01,2024,2,2024,"S87-040",1019499.99999865,6335499.99999989,c(1019499.99999865, 6335499.99999989)
"2605",0.947916687,"XY",2024-02-01,2024,2,2024,"S87-091",1004499.99999868,6310499.9999999,c(1004499.99999868, 6310499.9999999)
"2606",0.979166687,"XY",2024-02-01,2024,2,2024,"S87-005",941499.99999877,6368499.99999988,c(941499.99999877, 6368499.99999988)
"2607",1,"XX",2024-02-01,2024,2,2024,"S87-070",964499.999998736,6400499.99999986,c(964499.999998736, 6400499.99999986)
"2608",0.604166687,"XX",2024-02-01,2024,2,2024,"S86-004",971499.999998725,6418499.99999986,c(971499.999998725, 6418499.99999986)
"2609",0.765625,"XX",2024-02-01,2024,2,2024,"S85-098",1018499.99999866,6359499.99999988,c(1018499.99999866, 6359499.99999988)
"2610",1,"XX",2024-02-02,2024,2,2024,"S88-095",899499.999998833,6455499.99999984,c(899499.999998833, 6455499.99999984)
"2611",1,"XX",2024-02-02,2024,2,2024,"S81-129",956499.999998748,6638499.99999978,c(956499.999998748, 6638499.99999978)
"2612",0.979166687,"XY",2024-02-02,2024,2,2024,"S86-001",881499.99999886,6319499.99999989,c(881499.99999886, 6319499.99999989)
"2613",0.911458313,"XX",2024-02-02,2024,2,2024,"S74-097",889499.999998848,6315499.99999989,c(889499.999998848, 6315499.99999989)
"2614",0.567708313,"XY",2024-02-02,2024,2,2024,"S86-093",896499.999998837,6458499.99999984,c(896499.999998837, 6458499.99999984)
"2615",0.53125,"XX",2024-02-02,2024,2,2024,"S87-046",999499.999998684,6380499.99999987,c(999499.999998684, 6380499.99999987)
"2616",0.609375,"XX",2024-02-02,2024,2,2024,"S89-001",899499.999998833,6455499.99999984,c(899499.999998833, 6455499.99999984)
"2617",0.822916687,"XX",2024-02-02,2024,2,2024,"S89-001",899499.999998833,6455499.99999984,c(899499.999998833, 6455499.99999984)
"2618",1,"XY",2024-02-02,2024,2,2024,"S87-065",994499.999998691,6240499.99999992,c(994499.999998691, 6240499.99999992)
"2619",1,"XX",2024-02-02,2024,2,2024,"S87-006",979499.999998713,6415499.99999986,c(979499.999998713, 6415499.99999986)
"2620",0.895833313,"XY",2024-02-02,2024,2,2024,"S86-201",990499.999998697,6539499.99999981,c(990499.999998697, 6539499.99999981)
"2622",1,"XY",2024-02-02,2024,2,2024,"S87-021",764499.999999034,6360499.99999988,c(764499.999999034, 6360499.99999988)
"2623",0.645833313,"XX",2024-02-02,2024,2,2024,"S87-056",1009499.99999867,6490499.99999983,c(1009499.99999867, 6490499.99999983)
"2624",0.770833313,"XX",2024-02-02,2024,2,2024,"S87-056",1009499.99999867,6490499.99999983,c(1009499.99999867, 6490499.99999983)
"2625",0.84375,"XX",2024-02-02,2024,2,2024,"S88-037",1004499.99999868,6385499.99999987,c(1004499.99999868, 6385499.99999987)
"2626",0.875,"XX",2024-02-03,2024,2,2024,"S87-098",919499.999998803,6345499.99999988,c(919499.999998803, 6345499.99999988)
"2627",0.713541687,"XY",2024-02-03,2024,2,2024,"S87-027",879499.999998863,6430499.99999985,c(879499.999998863, 6430499.99999985)
"2628",0.84375,"XY",2024-02-03,2024,2,2024,"S87-102",959499.999998743,6355499.99999988,c(959499.999998743, 6355499.99999988)
"2630",1,"XY",2024-02-03,2024,2,2024,"S87-009",974499.999998721,6535499.99999981,c(974499.999998721, 6535499.99999981)
"2631",1,"XX",2024-02-04,2024,2,2024,"S87-125",764499.999999034,6360499.99999988,c(764499.999999034, 6360499.99999988)
"2632",0.9375,"XX",2024-02-04,2024,2,2024,"S87-016",763499.999999035,6364499.99999988,c(763499.999999035, 6364499.99999988)
"2633",0.970000029,"XY",2024-02-04,2024,2,2024,"S83-022",994499.999998691,6480499.99999983,c(994499.999998691, 6480499.99999983)
"2634",0.869791687,"XX",2024-02-04,2024,2,2024,"S57-34",894499.99999884,6430499.99999985,c(894499.99999884, 6430499.99999985)
"2635",1,"XY",2024-02-04,2024,2,2024,"S89-021",914499.99999881,6330499.99999989,c(914499.99999881, 6330499.99999989)
"2636",0.973958313,"XX",2024-02-05,2024,2,2024,"S73-018",944499.999998766,6460499.99999984,c(944499.999998766, 6460499.99999984)
"2637",1,"XY",2024-02-05,2024,2,2024,"S74-011",981499.99999871,6408499.99999986,c(981499.99999871, 6408499.99999986)
"2638",0.515625,"XX",2024-02-05,2024,2,2024,"S85-098",1016499.99999866,6353499.99999988,c(1016499.99999866, 6353499.99999988)
"2639",0.984375,"XX",2024-02-05,2024,2,2024,"S87-067",984499.999998706,6295499.9999999,c(984499.999998706, 6295499.9999999)
"2640",1,"XY",2024-02-05,2024,2,2024,"S86-084",968499.99999873,6514499.99999982,c(968499.99999873, 6514499.99999982)
"2641",0.875,"XY",2024-02-05,2024,2,2024,"S87-087",959499.999998743,6335499.99999989,c(959499.999998743, 6335499.99999989)
"2642",1,"XY",2024-02-05,2024,2,2024,"S57-26",959499.999998743,6405499.99999986,c(959499.999998743, 6405499.99999986)
"2643",0.859375,"XX",2024-02-05,2024,2,2024,"S70-004",969499.999998728,6405499.99999986,c(969499.999998728, 6405499.99999986)
"2644",1,"XX",2024-02-05,2024,2,2024,"S87-006",983499.999998707,6409499.99999986,c(983499.999998707, 6409499.99999986)
"2645",0.895833313,"XY",2024-02-06,2024,2,2024,"S87-025",974499.999998721,6460499.99999984,c(974499.999998721, 6460499.99999984)
"2646",0.880208313,"XY",2024-02-06,2024,2,2024,"S86-130",971499.999998725,6463499.99999984,c(971499.999998725, 6463499.99999984)
"2647",0.963541687,"XY",2024-02-06,2024,2,2024,"S86-130",973499.999998722,6464499.99999984,c(973499.999998722, 6464499.99999984)
"2648",1,"XY",2024-02-06,2024,2,2024,"S87-025",974499.999998721,6460499.99999984,c(974499.999998721, 6460499.99999984)
"2649",0.958333313,"XY",2024-02-06,2024,2,2024,"S72-049",1009499.99999867,6495499.99999983,c(1009499.99999867, 6495499.99999983)
"2650",0.802083313,"XY",2024-02-06,2024,2,2024,"S86-130",973499.999998722,6464499.99999984,c(973499.999998722, 6464499.99999984)
"2651",0.697916687,"XY",2024-02-06,2024,2,2024,"S89-013",924499.999998795,6415499.99999986,c(924499.999998795, 6415499.99999986)
"2652",0.791666687,"XY",2024-02-06,2024,2,2024,"S87-041",999499.999998684,6360499.99999988,c(999499.999998684, 6360499.99999988)
"2653",1,"XX",2024-02-06,2024,2,2024,"S70-004",958499.999998745,6414499.99999986,c(958499.999998745, 6414499.99999986)
"2654",1,"XX",2024-02-06,2024,2,2024,"S87-080",979499.999998713,6530499.99999982,c(979499.999998713, 6530499.99999982)
"2655",1,"XX",2024-02-06,2024,2,2024,"S87-077",924499.999998795,6415499.99999986,c(924499.999998795, 6415499.99999986)
"2657",0.927083313,"XX",2024-02-06,2024,2,2024,"S87-017",894499.99999884,6370499.99999987,c(894499.99999884, 6370499.99999987)
"2658",0.963541687,"XY",2024-02-06,2024,2,2024,"S87-009",968499.99999873,6539499.99999981,c(968499.99999873, 6539499.99999981)
"2659",0.854166687,"XY",2024-02-06,2024,2,2024,"S87-009",966499.999998733,6538499.99999981,c(966499.999998733, 6538499.99999981)
"2660",1,"XY",2024-02-06,2024,2,2024,"S87-093",974499.999998721,6535499.99999981,c(974499.999998721, 6535499.99999981)
"2661",0.860000014,"XX",2024-02-06,2024,2,2024,"S81-136",932499.999998783,6426499.99999985,c(932499.999998783, 6426499.99999985)
"2662",0.71875,"NI",2024-02-07,2024,2,2024,"S87-074",984499.999998706,6255499.99999992,c(984499.999998706, 6255499.99999992)
"2663",0.916666687,"XY",2024-02-07,2024,2,2024,"S88-013",984499.999998706,6505499.99999982,c(984499.999998706, 6505499.99999982)
"2665",0.958333313,"XX",2024-02-07,2024,2,2024,"S86-053",1028499.99999864,6344499.99999988,c(1028499.99999864, 6344499.99999988)
"2666",0.890625,"XX",2024-02-07,2024,2,2024,"S87-071",954499.999998751,6400499.99999986,c(954499.999998751, 6400499.99999986)
"2667",0.776041687,"XY",2024-02-07,2024,2,2024,"S88-021",984499.999998706,6505499.99999982,c(984499.999998706, 6505499.99999982)
"2668",0.973958313,"XX",2024-02-07,2024,2,2024,"S82-019",934499.99999878,6390499.99999987,c(934499.99999878, 6390499.99999987)
"2669",0.911458313,"XY",2024-02-07,2024,2,2024,"S78-042",931499.999998785,6393499.99999987,c(931499.999998785, 6393499.99999987)
"2670",0.625,"XX",2024-02-07,2024,2,2024,"S88-099",984499.999998706,6505499.99999982,c(984499.999998706, 6505499.99999982)
"2671",0.864583313,"XY",2024-02-07,2024,2,2024,"S87-054",1019499.99999865,6325499.99999989,c(1019499.99999865, 6325499.99999989)
"2672",1,"XY",2024-02-07,2024,2,2024,"S88-013",988499.9999987,6509499.99999982,c(988499.9999987, 6509499.99999982)
"2673",0.958333313,"XX",2024-02-08,2024,2,2024,"S87-084",888499.999998849,6434499.99999985,c(888499.999998849, 6434499.99999985)
"2674",0.5625,"NI",2024-02-08,2024,2,2024,"S87-099",949499.999998758,6325499.99999989,c(949499.999998758, 6325499.99999989)
"2675",0.989583313,"XY",2024-02-08,2024,2,2024,"S87-039",1069499.99999858,6330499.99999989,c(1069499.99999858, 6330499.99999989)
"2676",0.958333313,"XX",2024-02-08,2024,2,2024,"S87-062",969499.999998728,6455499.99999984,c(969499.999998728, 6455499.99999984)
"2678",0.880208313,"XX",2024-02-08,2024,2,2024,"S86-127",926499.999998792,6603499.99999979,c(926499.999998792, 6603499.99999979)
"2679",0.755208313,"XX",2024-02-08,2024,2,2024,"S87-096",929499.999998788,6320499.99999989,c(929499.999998788, 6320499.99999989)
"2680",0.583333313,"XX",2024-02-08,2024,2,2024,"S74-007",1043499.99999862,6349499.99999988,c(1043499.99999862, 6349499.99999988)
"2681",0.510416687,"NI",2024-02-08,2024,2,2024,"S87-094",904499.999998825,6255499.99999992,c(904499.999998825, 6255499.99999992)
"2682",0.970000029,"XY",2024-02-08,2024,2,2024,"S88-001",929499.999998788,6485499.99999983,c(929499.999998788, 6485499.99999983)
"2683",0.889999986,"XY",2024-02-08,2024,2,2024,"S88-001",928499.99999879,6489499.99999983,c(928499.99999879, 6489499.99999983)
"2684",0.802083313,"XX",2024-02-08,2024,2,2024,"S77-048",944499.999998766,6620499.99999978,c(944499.999998766, 6620499.99999978)
"2685",0.927083313,"XX",2024-02-08,2024,2,2024,"S86-124",938499.999998775,6619499.99999978,c(938499.999998775, 6619499.99999978)
"2686",0.875,"XY",2024-02-08,2024,2,2024,"S87-013",999499.999998684,6325499.99999989,c(999499.999998684, 6325499.99999989)
"2687",0.697916687,"XX",2024-02-08,2024,2,2024,"S70-092",959499.999998743,6480499.99999983,c(959499.999998743, 6480499.99999983)
"2688",0.979166687,"XY",2024-02-08,2024,2,2024,"S69-06",964499.999998736,6440499.99999985,c(964499.999998736, 6440499.99999985)
"2689",0.822916687,"XY",2024-02-08,2024,2,2024,"S86-125",948499.99999876,6624499.99999978,c(948499.99999876, 6624499.99999978)
"2691",0.875,"XY",2024-02-08,2024,2,2024,"S87-013",998499.999998685,6334499.99999989,c(998499.999998685, 6334499.99999989)
"2692",0.734375,"XY",2024-02-08,2024,2,2024,"S78-075",1018499.99999866,6349499.99999988,c(1018499.99999866, 6349499.99999988)
"2693",0.864583313,"XY",2024-02-08,2024,2,2024,"S87-107",949499.999998758,6325499.99999989,c(949499.999998758, 6325499.99999989)
"2694",0.677083313,"XY",2024-02-08,2024,2,2024,"S72-049",1008499.99999867,6504499.99999983,c(1008499.99999867, 6504499.99999983)
"2695",0.729166687,"XX",2024-02-08,2024,2,2024,"S57-44",1014499.99999866,6365499.99999988,c(1014499.99999866, 6365499.99999988)
"2696",0.864583313,"XY",2024-02-08,2024,2,2024,"S87-013",1001499.99999868,6333499.99999989,c(1001499.99999868, 6333499.99999989)
"2697",1,"XX",2024-02-08,2024,2,2024,"S87-088",964499.999998736,6440499.99999985,c(964499.999998736, 6440499.99999985)
"2698",0.526041687,"XY",2024-02-09,2024,2,2024,"S87-057",969499.999998728,6460499.99999984,c(969499.999998728, 6460499.99999984)
"2699",0.927083313,"XX",2024-02-09,2024,2,2024,"S67-45",963499.999998737,6469499.99999984,c(963499.999998737, 6469499.99999984)
"2700",0.776041687,"XX",2024-02-09,2024,2,2024,"S88-042",934499.99999878,6370499.99999987,c(934499.99999878, 6370499.99999987)
"2702",0.854166687,"XX",2024-02-09,2024,2,2024,"S81-064",889499.999998848,6340499.99999989,c(889499.999998848, 6340499.99999989)
"2703",1,"XX",2024-02-09,2024,2,2024,"S82-002",934499.99999878,6370499.99999987,c(934499.99999878, 6370499.99999987)
"2704",0.989583313,"XY",2024-02-09,2024,2,2024,"S87-030",881499.99999886,6338499.99999989,c(881499.99999886, 6338499.99999989)
"2705",0.776041687,"XY",2024-02-09,2024,2,2024,"S87-030",881499.99999886,6338499.99999989,c(881499.99999886, 6338499.99999989)
"2706",0.9375,"XX",2024-02-09,2024,2,2024,"S88-022",989499.999998698,6585499.9999998,c(989499.999998698, 6585499.9999998)
"2708",1,"XY",2024-02-10,2024,2,2024,"S87-093",973499.999998722,6539499.99999981,c(973499.999998722, 6539499.99999981)
"2709",0.765625,"XX",2024-02-10,2024,2,2024,"S87-112",954499.999998751,6265499.99999991,c(954499.999998751, 6265499.99999991)
"2710",0.578125,"XY",2024-02-11,2024,2,2024,"S87-023",929499.999998788,6295499.9999999,c(929499.999998788, 6295499.9999999)
"2711",1,"XY",2024-02-11,2024,2,2024,"S86-031",906499.999998822,6348499.99999988,c(906499.999998822, 6348499.99999988)
"2712",0.791666687,"XY",2024-02-12,2024,2,2024,"S87-085",989499.999998698,6590499.99999979,c(989499.999998698, 6590499.99999979)
"2713",1,"XY",2024-02-12,2024,2,2024,"S89-004",1009499.99999867,6345499.99999988,c(1009499.99999867, 6345499.99999988)
"2714",0.755208313,"XY",2024-02-12,2024,2,2024,"S88-026",974499.999998721,6440499.99999985,c(974499.999998721, 6440499.99999985)
"2715",1,"XY",2024-02-12,2024,2,2024,"S86-200",973499.999998722,6484499.99999983,c(973499.999998722, 6484499.99999983)
"2716",0.578125,"XX",2024-02-12,2024,2,2024,"S84-043",879499.999998863,6340499.99999989,c(879499.999998863, 6340499.99999989)
"2717",1,"XX",2024-02-12,2024,2,2024,"S87-010",879499.999998863,6345499.99999988,c(879499.999998863, 6345499.99999988)
"2718",0.953125,"XX",2024-02-12,2024,2,2024,"S84-043",878499.999998864,6349499.99999988,c(878499.999998864, 6349499.99999988)
"2719",0.984375,"XX",2024-02-12,2024,2,2024,"S87-010",878499.999998864,6349499.99999988,c(878499.999998864, 6349499.99999988)
"2720",0.890625,"XX",2024-02-12,2024,2,2024,"S87-062",968499.99999873,6464499.99999984,c(968499.99999873, 6464499.99999984)
"2721",0.598958313,"XX",2024-02-12,2024,2,2024,"S75-066",969499.999998728,6460499.99999984,c(969499.999998728, 6460499.99999984)
"2723",1,"XY",2024-02-12,2024,2,2024,"S89-006",1019499.99999865,6350499.99999988,c(1019499.99999865, 6350499.99999988)
"2724",1,"XY",2024-02-12,2024,2,2024,"S87-085",983499.999998707,6594499.99999979,c(983499.999998707, 6594499.99999979)
"2725",0.6875,"XX",2024-02-12,2024,2,2024,"S84-024",869499.999998878,6395499.99999987,c(869499.999998878, 6395499.99999987)
"2726",1,"XY",2024-02-12,2024,2,2024,"S88-088",869499.999998878,6395499.99999987,c(869499.999998878, 6395499.99999987)
"2727",0.708333313,"XX",2024-02-12,2024,2,2024,"S87-032",993499.999998693,6429499.99999985,c(993499.999998693, 6429499.99999985)
"2728",0.791666687,"XY",2024-02-12,2024,2,2024,"S88-036",989499.999998698,6350499.99999988,c(989499.999998698, 6350499.99999988)
"2729",0.9375,"XX",2024-02-12,2024,2,2024,"S68-19",989499.999998698,6590499.99999979,c(989499.999998698, 6590499.99999979)
"2730",0.609375,"XX",2024-02-12,2024,2,2024,"S77-027",923499.999998797,6359499.99999988,c(923499.999998797, 6359499.99999988)
"2731",0.53125,"XX",2024-02-13,2024,2,2024,"S86-002",991499.999998695,6483499.99999983,c(991499.999998695, 6483499.99999983)
"2732",1,"XY",2024-02-13,2024,2,2024,"S87-108",974499.999998721,6255499.99999992,c(974499.999998721, 6255499.99999992)
"2733",1,"XX",2024-02-13,2024,2,2024,"S87-063",954499.999998751,6275499.99999991,c(954499.999998751, 6275499.99999991)
"2734",1,"XY",2024-02-13,2024,2,2024,"S88-079",999499.999998684,6330499.99999989,c(999499.999998684, 6330499.99999989)
"2735",0.526041687,"XX",2024-02-13,2024,2,2024,"S75-031",946499.999998763,6373499.99999987,c(946499.999998763, 6373499.99999987)
"2736",1,"XX",2024-02-13,2024,2,2024,"S89-008",1059499.99999859,6330499.99999989,c(1059499.99999859, 6330499.99999989)
"2738",0.859375,"XX",2024-02-13,2024,2,2024,"S87-086",1014499.99999866,6275499.99999991,c(1014499.99999866, 6275499.99999991)
"2739",0.630208313,"XX",2024-02-13,2024,2,2024,"S88-034",989499.999998698,6345499.99999988,c(989499.999998698, 6345499.99999988)
"2740",0.953125,"XX",2024-02-13,2024,2,2024,"S56-36",1009499.99999867,6500499.99999983,c(1009499.99999867, 6500499.99999983)
"2741",0.875,"XX",2024-02-13,2024,2,2024,"S87-051",989499.999998698,6345499.99999988,c(989499.999998698, 6345499.99999988)
"2742",0.848958313,"XX",2024-02-13,2024,2,2024,"S89-020",1004499.99999868,6325499.99999989,c(1004499.99999868, 6325499.99999989)
"2744",0.614583313,"XX",2024-02-13,2024,2,2024,"S88-039",1059499.99999859,6330499.99999989,c(1059499.99999859, 6330499.99999989)
"2745",1,"XX",2024-02-13,2024,2,2024,"S89-011",894499.99999884,6420499.99999986,c(894499.99999884, 6420499.99999986)
"2746",0.723958313,"XY",2024-02-13,2024,2,2024,"S86-022",956499.999998748,6473499.99999984,c(956499.999998748, 6473499.99999984)
"2747",1,"XX",2024-02-13,2024,2,2024,"S73-049",989499.999998698,6530499.99999982,c(989499.999998698, 6530499.99999982)
"2748",0.890625,"XX",2024-02-13,2024,2,2024,"S87-092",1009499.99999867,6280499.99999991,c(1009499.99999867, 6280499.99999991)
"2749",0.989583313,"XX",2024-02-14,2024,2,2024,"S71-031",1004499.99999868,6380499.99999987,c(1004499.99999868, 6380499.99999987)
"2750",0.994791687,"XY",2024-02-14,2024,2,2024,"S87-007",918499.999998804,6419499.99999986,c(918499.999998804, 6419499.99999986)
"2751",0.776041687,"XX",2024-02-14,2024,2,2024,"S87-077",923499.999998797,6419499.99999986,c(923499.999998797, 6419499.99999986)
"2752",0.984375,"XY",2024-02-14,2024,2,2024,"S87-073",964499.999998736,6405499.99999986,c(964499.999998736, 6405499.99999986)
"2753",0.958333313,"XY",2024-02-14,2024,2,2024,"S87-072",974499.999998721,6420499.99999986,c(974499.999998721, 6420499.99999986)
"2754",0.96875,"XY",2024-02-14,2024,2,2024,"S87-072",974499.999998721,6420499.99999986,c(974499.999998721, 6420499.99999986)
"2755",0.802083313,"XY",2024-02-14,2024,2,2024,"S87-060",1004499.99999868,6275499.99999991,c(1004499.99999868, 6275499.99999991)
"2756",1,"XX",2024-02-14,2024,2,2024,"S75-020",1034499.99999863,6320499.99999989,c(1034499.99999863, 6320499.99999989)
"2757",0.875,"XY",2024-02-14,2024,2,2024,"S79-003",1000499.99999868,6384499.99999987,c(1000499.99999868, 6384499.99999987)
"2758",0.854166687,"XY",2024-02-14,2024,2,2024,"S81-113",959499.999998743,6315499.99999989,c(959499.999998743, 6315499.99999989)
"2759",0.96875,"XY",2024-02-14,2024,2,2024,"S86-091",988499.9999987,6324499.99999989,c(988499.9999987, 6324499.99999989)
"2760",0.807291687,"XY",2024-02-14,2024,2,2024,"S81-113",956499.999998748,6318499.99999989,c(956499.999998748, 6318499.99999989)
"2761",0.8125,"XY",2024-02-14,2024,2,2024,"S88-059",929499.999998788,6335499.99999989,c(929499.999998788, 6335499.99999989)
"2762",0.791666687,"XY",2024-02-14,2024,2,2024,"S79-003",1001499.99999868,6384499.99999987,c(1001499.99999868, 6384499.99999987)
"2763",0.927083313,"XX",2024-02-14,2024,2,2024,"S75-020",1034499.99999863,6320499.99999989,c(1034499.99999863, 6320499.99999989)
