"","date","Type","N°Ref","G+","G_session","G_sp","MODIF","GENOTYPE_TRANS","INDEX_CAL","SEQULG_ANTAGENE_DEF_SEXE","µsat_HMbrut_SEXE","Cause_mort","Age","date1","Year","mois","saisonyear","Id","SEXE","geometry","x","y"
"814",2025-02-28,"F","F2625145",TRUE,2025-04-07,"Canis lupus",FALSE,"S73-041",0.708333313465118,"M","XY",NA,NA,2025-02-28,2025,2,2025,"S73-041","M",c(880102.499848407, 6435001.64307065),880102.499848407,6435001.64307065
"815",2025-03-01,"F","F7425091",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-039",1,"F","XX",NA,NA,2025-03-01,2025,3,2025,"S95-039","F",c(994352.499848407, 6563001.64307065),994352.499848407,6563001.64307065
"816",2025-03-01,"F","F0425159",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-003",1,"M","XY",NA,NA,2025-03-01,2025,3,2025,"S94-003","M",c(1005102.49984841, 6375001.64307065),1005102.49984841,6375001.64307065
"817",2025-03-01,"F","F0425160",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-084",1,"F","XX",NA,NA,2025-03-01,2025,3,2025,"S94-084","F",c(944352.499848407, 6333001.64307065),944352.499848407,6333001.64307065
"818",2025-03-01,"F","F7425029",TRUE,2025-07-07,"Canis lupus",FALSE,"S94-074",0.828125,"M","XY",NA,NA,2025-03-01,2025,3,2025,"S94-074","M",c(999352.499848407, 6543001.64307065),999352.499848407,6543001.64307065
"819",2025-03-03,"F","F0425163",TRUE,2025-07-07,"Canis lupus",FALSE,"S94-001",1,"M","XY",NA,NA,2025-03-03,2025,3,2025,"S94-001","M",c(995102.499848407, 6375001.64307065),995102.499848407,6375001.64307065
"820",2025-03-03,"F","F0525145",TRUE,2025-05-26,"Canis lupus",FALSE,"S78-042",0.927083313465118,"M","XY",NA,NA,2025-03-03,2025,3,2025,"S78-042","M",c(935102.499848407, 6395001.64307065),935102.499848407,6395001.64307065
"821",2025-03-03,"F","F7425037",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-020",0.786458313465118,"F","XX",NA,NA,2025-03-03,2025,3,2025,"S94-020","F",c(990102.499848407, 6545001.64307065),990102.499848407,6545001.64307065
"822",2025-03-03,"F","F2625153",TRUE,2025-05-26,"Canis lupus",FALSE,"S62-30",0.911458313465118,"F","XX",NA,NA,2025-03-03,2025,3,2025,"S62-30","F",c(874352.499848407, 6423001.64307065),874352.499848407,6423001.64307065
"823",2025-03-03,"F","F4825009",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-021",0.958333313465118,"M","XY",NA,NA,2025-03-03,2025,3,2025,"S87-021","M",c(754352.499848407, 6368001.64307065),754352.499848407,6368001.64307065
"824",2025-03-03,"F","F0625080",TRUE,2025-07-07,"Canis lupus",FALSE,"S57-44",0.578125,"F","XY",NA,NA,2025-03-03,2025,3,2025,"S57-44","F",c(1009352.49984841, 6363001.64307065),1009352.49984841,6363001.64307065
"825",2025-03-03,"F","F7425038",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-020",0.526041686534882,"F","XX",NA,NA,2025-03-03,2025,3,2025,"S94-020","F",c(990602.499848407, 6545501.64307065),990602.499848407,6545501.64307065
"826",2025-03-03,"F","F0625081",TRUE,2025-07-07,"Canis lupus",FALSE,"S63-01",1,"F","XX",NA,NA,2025-03-03,2025,3,2025,"S63-01","F",c(1003102.49984841, 6348501.64307065),1003102.49984841,6348501.64307065
"827",2025-03-04,"F","F0425165",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-005",0.932291686534882,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S94-005","F",c(994352.499848407, 6373001.64307065),994352.499848407,6373001.64307065
"828",2025-03-04,"F","F0625083",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-026",1,"M","XY",NA,NA,2025-03-04,2025,3,2025,"S95-026","M",c(999352.499848407, 6343001.64307065),999352.499848407,6343001.64307065
"829",2025-03-04,"F","F7325037",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-026",0.994791686534882,"M","XY",NA,NA,2025-03-04,2025,3,2025,"S93-026","M",c(989352.499848407, 6513001.64307065),989352.499848407,6513001.64307065
"830",2025-03-04,"F","F7325038",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-026",0.890625,"M","XY",NA,NA,2025-03-04,2025,3,2025,"S93-026","M",c(995102.499848407, 6515001.64307065),995102.499848407,6515001.64307065
"831",2025-03-04,"F","F0425166",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-001",0.760416686534882,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S93-001","F",c(949352.499848407, 6373001.64307065),949352.499848407,6373001.64307065
"832",2025-03-04,"F","F2625155",TRUE,2025-04-07,"Canis lupus",FALSE,"S83-019",1,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S83-019","F",c(899352.499848407, 6403001.64307065),899352.499848407,6403001.64307065
"833",2025-03-04,"F","F2625156",TRUE,2025-04-07,"Canis lupus",FALSE,"S70-074",0.973958313465118,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S70-074","F",c(844352.499848407, 6393001.64307065),844352.499848407,6393001.64307065
"834",2025-03-04,"F","F0425169",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-005",1,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S94-005","F",c(995102.499848407, 6380001.64307065),995102.499848407,6380001.64307065
"835",2025-03-04,"F","F0425167",TRUE,2025-05-26,"Canis lupus",FALSE,"S62-22",0.802083313465118,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S62-22","F",c(988102.499848407, 6308501.64307065),988102.499848407,6308501.64307065
"836",2025-03-04,"F","F1325061",TRUE,2025-04-07,"Canis lupus",FALSE,"S74-002",0.90625,"F","XX",NA,NA,2025-03-04,2025,3,2025,"S74-002","F",c(900602.499848407, 6245501.64307065),900602.499848407,6245501.64307065
"837",2025-03-04,"F","F0425164",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-001",0.994791686534882,"M","XY",NA,NA,2025-03-04,2025,3,2025,"S94-001","M",c(995602.499848407, 6375501.64307065),995602.499848407,6375501.64307065
"838",2025-03-04,"F","F0425171",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-029",0.505208313465118,"M","XY",NA,NA,2025-03-04,2025,3,2025,"S86-029","M",c(945102.499848407, 6325001.64307065),945102.499848407,6325001.64307065
"839",2025-03-04,"F","F3825090",TRUE,2025-04-07,"Canis lupus",FALSE,"S69-06",0.958333313465118,"M","XY",NA,NA,2025-03-04,2025,3,2025,"S69-06","M",c(950602.499848407, 6435501.64307065),950602.499848407,6435501.64307065
"840",2025-03-05,"F","F2625163",TRUE,2025-05-26,"Canis lupus",FALSE,"S75-059",0.885416686534882,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S75-059","F",c(884352.499848407, 6403001.64307065),884352.499848407,6403001.64307065
"841",2025-03-05,"F","F0425176",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-001",0.78125,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S93-001","F",c(950102.499848407, 6365001.64307065),950102.499848407,6365001.64307065
"842",2025-03-05,"F","F0525125",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-131",0.916666686534882,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S86-131","M",c(974352.499848407, 6438001.64307065),974352.499848407,6438001.64307065
"843",2025-03-05,"F","F0525128",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-025",0.578125,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S93-025","M",c(999352.499848407, 6413001.64307065),999352.499848407,6413001.64307065
"844",2025-03-05,"F","F0525137",TRUE,2025-04-07,"Canis lupus",FALSE,"S85-023",0.59375,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S85-023","F",c(999352.499848407, 6408001.64307065),999352.499848407,6408001.64307065
"845",2025-03-05,"F","F0525138",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-025",0.932291686534882,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S93-025","M",c(1000102.49984841, 6410001.64307065),1000102.49984841,6410001.64307065
"846",2025-03-05,"F","F0525127",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-111",0.708333313465118,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S87-111","F",c(999352.499848407, 6413001.64307065),999352.499848407,6413001.64307065
"847",2025-03-05,"F","F2625189",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-035",0.578125,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S95-035","F",c(899352.499848407, 6403001.64307065),899352.499848407,6403001.64307065
"848",2025-03-05,"F","F7425033",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-013",1,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S95-013","M",c(994352.499848407, 6543001.64307065),994352.499848407,6543001.64307065
"849",2025-03-05,"F","F3825099",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-019",0.765625,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S92-019","F",c(940102.499848407, 6438251.64307065),940102.499848407,6438251.64307065
"850",2025-03-05,"F","F7425034",TRUE,2025-07-07,"Canis lupus",FALSE,"S88-104",1,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S88-104","M",c(993102.499848407, 6543501.64307065),993102.499848407,6543501.64307065
"851",2025-03-05,"F","F2625188",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-036",0.921875,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S95-036","F",c(899352.499848407, 6403001.64307065),899352.499848407,6403001.64307065
"852",2025-03-05,"F","F2625190",TRUE,2025-07-07,"Canis lupus",FALSE,"S93-021",0.994791686534882,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S93-021","F",c(900602.499848407, 6405501.64307065),900602.499848407,6405501.64307065
"853",2025-03-05,"F","F7425035",TRUE,2025-07-07,"Canis lupus",FALSE,"S94-020",0.963541686534882,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S94-020","F",c(989352.499848407, 6543001.64307065),989352.499848407,6543001.64307065
"854",2025-03-05,"F","F7325039",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-022",0.875,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S93-022","M",c(920602.499848407, 6495501.64307065),920602.499848407,6495501.64307065
"855",2025-03-05,"F","F2625187",TRUE,2025-07-07,"Canis lupus",FALSE,"S88-087",0.916666686534882,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S88-087","F",c(899352.499848407, 6403001.64307065),899352.499848407,6403001.64307065
"856",2025-03-05,"F","F0625090",TRUE,2025-07-07,"Canis lupus",FALSE,"S63-35",0.572916686534882,"F","XX",NA,NA,2025-03-05,2025,3,2025,"S63-35","F",c(1030102.49984841, 6345001.64307065),1030102.49984841,6345001.64307065
"857",2025-03-05,"F","F2525016",TRUE,2025-05-26,"Canis sp.",FALSE,"S90-014",0.84375,"M","XY",NA,NA,2025-03-05,2025,3,2025,"S90-014","M",c(935102.499848407, 6625001.64307065),935102.499848407,6625001.64307065
"858",2025-03-06,"F","F0525143",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-024",0.989583313465118,"M","XY",NA,NA,2025-03-06,2025,3,2025,"S92-024","M",c(985102.499848407, 6415001.64307065),985102.499848407,6415001.64307065
"859",2025-03-06,"F","F0525142",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-024",0.989583313465118,"M","XY",NA,NA,2025-03-06,2025,3,2025,"S92-024","M",c(985602.499848407, 6415501.64307065),985602.499848407,6415501.64307065
"860",2025-03-06,"F","F0525196",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-064",0.619791686534882,"M","XY",NA,NA,2025-03-06,2025,3,2025,"S95-064","M",c(969352.499848407, 6393001.64307065),969352.499848407,6393001.64307065
"861",2025-03-06,"F","F7325046",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-029",0.979166686534882,"F","XX",NA,NA,2025-03-06,2025,3,2025,"S94-029","F",c(959352.499848407, 6458001.64307065),959352.499848407,6458001.64307065
"862",2025-03-06,"F","F0525130",TRUE,2025-04-07,"Canis lupus",FALSE,"S78-031",0.953125,"F","XX",NA,NA,2025-03-06,2025,3,2025,"S78-031","F",c(970102.499848407, 6420001.64307065),970102.499848407,6420001.64307065
"863",2025-03-06,"F","F0525133",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-085",0.760416686534882,"F","XX",NA,NA,2025-03-06,2025,3,2025,"S92-085","F",c(935102.499848407, 6400001.64307065),935102.499848407,6400001.64307065
"864",2025-03-06,"F","F0625089",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-046",0.901041686534882,"F","XX",NA,NA,2025-03-06,2025,3,2025,"S95-046","F",c(1019352.49984841, 6348001.64307065),1019352.49984841,6348001.64307065
"865",2025-03-06,"F","F0525139",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-025",0.989583313465118,"M","XY",NA,NA,2025-03-06,2025,3,2025,"S93-025","M",c(995602.499848407, 6410501.64307065),995602.499848407,6410501.64307065
"866",2025-03-06,"F","F0125011",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-161",1,"F","XX",NA,NA,2025-03-06,2025,3,2025,"S92-161","F",c(930102.499848407, 6590001.64307065),930102.499848407,6590001.64307065
"867",2025-03-06,"F","F0525140",TRUE,2025-05-26,"Canis lupus",FALSE,"S92-086",0.921875,"M","XY",NA,NA,2025-03-06,2025,3,2025,"S92-086","M",c(925102.499848407, 6395001.64307065),925102.499848407,6395001.64307065
"868",2025-03-07,"F","F7325042",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-004",1,"F","XX",NA,NA,2025-03-07,2025,3,2025,"S93-004","F",c(975102.499848407, 6480001.64307065),975102.499848407,6480001.64307065
"869",2025-03-07,"F","F0625094",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-009",0.854166686534882,"F","XX",NA,NA,2025-03-07,2025,3,2025,"S93-009","F",c(1025602.49984841, 6335501.64307065),1025602.49984841,6335501.64307065
"870",2025-03-07,"F","F8325119",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-054",1,"F","XX",NA,NA,2025-03-07,2025,3,2025,"S95-054","F",c(984352.499848407, 6298001.64307065),984352.499848407,6298001.64307065
"871",2025-03-07,"F","F7325041",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-045",0.817708313465118,"M","XY",NA,NA,2025-03-07,2025,3,2025,"S93-045","M",c(999352.499848407, 6473001.64307065),999352.499848407,6473001.64307065
"872",2025-03-07,"F","F0525146",TRUE,2025-07-07,"Canis lupus",FALSE,"S87-006",0.510416686534882,"F","NA",NA,NA,2025-03-07,2025,3,2025,"S87-006","F",c(979352.499848407, 6413001.64307065),979352.499848407,6413001.64307065
"873",2025-03-07,"F","F0525147",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-058",0.947916686534882,"M","XY",NA,NA,2025-03-07,2025,3,2025,"S93-058","M",c(979352.499848407, 6413001.64307065),979352.499848407,6413001.64307065
"874",2025-03-07,"F","F0525153",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-107",0.989583313465118,"M","XY",NA,NA,2025-03-07,2025,3,2025,"S93-107","M",c(979352.499848407, 6418001.64307065),979352.499848407,6418001.64307065
"875",2025-03-07,"F","F0525148",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-058",0.729166686534882,"M","XY",NA,NA,2025-03-07,2025,3,2025,"S93-058","M",c(980102.499848407, 6415001.64307065),980102.499848407,6415001.64307065
"876",2025-03-07,"F","F0525151",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-085",0.958333313465118,"F","XX",NA,NA,2025-03-07,2025,3,2025,"S92-085","F",c(940602.499848407, 6395501.64307065),940602.499848407,6395501.64307065
"877",2025-03-07,"F","F0525149",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-079",0.9375,"M","XY",NA,NA,2025-03-07,2025,3,2025,"S93-079","M",c(939352.499848407, 6393001.64307065),939352.499848407,6393001.64307065
"878",2025-03-08,"F","F0525152",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-111",1,"F","XX",NA,NA,2025-03-08,2025,3,2025,"S93-111","F",c(974352.499848407, 6433001.64307065),974352.499848407,6433001.64307065
"879",2025-03-08,"F","F2625240",TRUE,2025-07-07,"Canis lupus",FALSE,"S92-119",0.682291686534882,"F","XX",NA,NA,2025-03-08,2025,3,2025,"S92-119","F",c(905602.499848407, 6400501.64307065),905602.499848407,6400501.64307065
"880",2025-03-08,"F","F2625169",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-127",0.619791686534882,"F","XX",NA,NA,2025-03-08,2025,3,2025,"S87-127","F",c(894352.499848407, 6433001.64307065),894352.499848407,6433001.64307065
"881",2025-03-08,"F","F2625168",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-050",0.552083313465118,"F","XX",NA,NA,2025-03-08,2025,3,2025,"S94-050","F",c(894352.499848407, 6433001.64307065),894352.499848407,6433001.64307065
"882",2025-03-08,"F","F2625167",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-061",0.505208313465118,"F","XX",NA,NA,2025-03-08,2025,3,2025,"S87-061","F",c(869352.499848407, 6428001.64307065),869352.499848407,6428001.64307065
"883",2025-03-08,"F","F2625241",TRUE,2025-07-07,"Canis lupus",FALSE,"S92-119",0.625,"F","NA",NA,NA,2025-03-08,2025,3,2025,"S92-119","F",c(908102.499848407, 6398501.64307065),908102.499848407,6398501.64307065
"884",2025-03-09,"F","F0425182",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-081",0.90625,"F","XX",NA,NA,2025-03-09,2025,3,2025,"S94-081","F",c(959352.499848407, 6313001.64307065),959352.499848407,6313001.64307065
"885",2025-03-09,"F","F1925021",TRUE,2025-05-26,"Canis lupus",FALSE,"S89-030",0.989583313465118,"M","XY",NA,NA,2025-03-09,2025,3,2025,"S89-030","M",c(623102.499848407, 6488501.64307065),623102.499848407,6488501.64307065
"886",2025-03-09,"F","F0425184",TRUE,2025-07-07,"Canis lupus",FALSE,"S86-035",0.802083313465118,"M","XY",NA,NA,2025-03-09,2025,3,2025,"S86-035","M",c(959352.499848407, 6313001.64307065),959352.499848407,6313001.64307065
"887",2025-03-09,"F","F0425183",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-083",0.989583313465118,"M","XY",NA,NA,2025-03-09,2025,3,2025,"S93-083","M",c(960102.499848407, 6315001.64307065),960102.499848407,6315001.64307065
"888",2025-03-09,"F","F2625171",TRUE,2025-07-07,"Canis lupus",FALSE,"S86-025",0.557291686534882,"M","XY",NA,NA,2025-03-09,2025,3,2025,"S86-025","M",c(900602.499848407, 6415501.64307065),900602.499848407,6415501.64307065
"889",2025-03-09,"F","F0525155",TRUE,2025-05-26,"Canis lupus",FALSE,"S93-014",0.854166686534882,"M","XY",NA,NA,2025-03-09,2025,3,2025,"S93-014","M",c(975602.499848407, 6380501.64307065),975602.499848407,6380501.64307065
"890",2025-03-09,"F","F0525154",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-013",1,"F","XX",NA,NA,2025-03-09,2025,3,2025,"S93-013","F",c(975102.499848407, 6380001.64307065),975102.499848407,6380001.64307065
"891",2025-03-09,"F","F0425181",TRUE,2025-07-07,"Canis lupus",FALSE,"S93-083",0.859375,"M","XY",NA,NA,2025-03-09,2025,3,2025,"S93-083","M",c(960102.499848407, 6315001.64307065),960102.499848407,6315001.64307065
"892",2025-03-09,"F","F2625175",TRUE,2025-04-07,"Canis lupus",FALSE,"S83-069",0.9375,"F","XX",NA,NA,2025-03-09,2025,3,2025,"S83-069","F",c(884352.499848407, 6418001.64307065),884352.499848407,6418001.64307065
"893",2025-03-10,"F","F0425179",TRUE,2025-07-07,"Canis lupus",FALSE,"S73-064",0.989583313465118,"F","XX",NA,NA,2025-03-10,2025,3,2025,"S73-064","F",c(960102.499848407, 6315001.64307065),960102.499848407,6315001.64307065
"894",2025-03-10,"F","F0425180",TRUE,2025-07-07,"Canis lupus",FALSE,"S93-083",0.848958313465118,"M","XY",NA,NA,2025-03-10,2025,3,2025,"S93-083","M",c(963102.499848407, 6313501.64307065),963102.499848407,6313501.64307065
"895",2025-03-10,"F","F3925029",TRUE,2025-07-07,"Canis lupus",FALSE,"S94-012",0.708333313465118,"M","XY",NA,NA,2025-03-10,2025,3,2025,"S94-012","M",c(928102.499848407, 6598501.64307065),928102.499848407,6598501.64307065
"896",2025-03-10,"F","F3825109",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-101",0.942708313465118,"M","XY",NA,NA,2025-03-10,2025,3,2025,"S93-101","M",c(934352.499848407, 6468001.64307065),934352.499848407,6468001.64307065
"897",2025-03-10,"F","F8325124",TRUE,2025-05-26,"Canis lupus",FALSE,"S88-066",0.515625,"F","NA",NA,NA,2025-03-10,2025,3,2025,"S88-066","F",c(944352.499848407, 6273001.64307065),944352.499848407,6273001.64307065
"898",2025-03-10,"F","F0525156",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-106",1,"F","XX",NA,NA,2025-03-10,2025,3,2025,"S93-106","F",c(969352.499848407, 6438001.64307065),969352.499848407,6438001.64307065
"899",2025-03-10,"F","F7425088",TRUE,2025-05-26,"Canis lupus",FALSE,"S88-009",0.90625,"M","XY",NA,NA,2025-03-10,2025,3,2025,"S88-009","M",c(965102.499848407, 6545001.64307065),965102.499848407,6545001.64307065
"900",2025-03-11,"F","F8325128",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-120",0.661458313465118,"M","XY",NA,NA,2025-03-11,2025,3,2025,"S93-120","M",c(944352.499848407, 6283001.64307065),944352.499848407,6283001.64307065
"901",2025-03-11,"F","F7325048",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-026",0.791666686534882,"M","XY",NA,NA,2025-03-11,2025,3,2025,"S94-026","M",c(949352.499848407, 6468001.64307065),949352.499848407,6468001.64307065
"902",2025-03-11,"F","F0425190",TRUE,2025-05-26,"Canis lupus",FALSE,"S62-22",0.927083313465118,"F","XX",NA,NA,2025-03-11,2025,3,2025,"S62-22","F",c(975852.499848407, 6313751.64307065),975852.499848407,6313751.64307065
"903",2025-03-11,"F","F7325045",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-027",0.927083313465118,"M","XY",NA,NA,2025-03-11,2025,3,2025,"S94-027","M",c(994352.499848407, 6468001.64307065),994352.499848407,6468001.64307065
"904",2025-03-11,"F","F7325047",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-014",0.953125,"M","XY",NA,NA,2025-03-11,2025,3,2025,"S88-014","M",c(995102.499848407, 6500001.64307065),995102.499848407,6500001.64307065
"905",2025-03-11,"F","F7325043",TRUE,2025-04-07,"Canis lupus",FALSE,"S89-028",0.916666686534882,"NI","XX",NA,NA,2025-03-11,2025,3,2025,"S89-028","NI",c(984352.499848407, 6488001.64307065),984352.499848407,6488001.64307065
"906",2025-03-11,"F","F7325051",TRUE,2025-04-07,"Canis lupus",FALSE,"S72-049",0.5,"M","XY",NA,NA,2025-03-11,2025,3,2025,"S72-049","M",c(1005102.49984841, 6500001.64307065),1005102.49984841,6500001.64307065
"907",2025-03-11,"F","F7325052",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-125",1,"F","XX",NA,NA,2025-03-11,2025,3,2025,"S92-125","F",c(1004352.49984841, 6498001.64307065),1004352.49984841,6498001.64307065
"908",2025-03-11,"F","F0425187",TRUE,2025-07-07,"Canis lupus",FALSE,"S62-22",0.755208313465118,"F","XX",NA,NA,2025-03-11,2025,3,2025,"S62-22","F",c(975102.499848407, 6314751.64307065),975102.499848407,6314751.64307065
"909",2025-03-11,"F","F8325133",TRUE,2025-07-07,"Canis lupus",FALSE,"S80-077",0.557291686534882,"F","NA",NA,NA,2025-03-11,2025,3,2025,"S80-077","F",c(980602.499848407, 6285501.64307065),980602.499848407,6285501.64307065
"910",2025-03-11,"F","F8325132",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-078",0.776041686534882,"F","XX",NA,NA,2025-03-11,2025,3,2025,"S94-078","F",c(954352.499848407, 6283001.64307065),954352.499848407,6283001.64307065
"911",2025-03-11,"F","F0425186",TRUE,2025-07-07,"Canis lupus",FALSE,"S62-22",0.770833313465118,"F","XX",NA,NA,2025-03-11,2025,3,2025,"S62-22","F",c(975102.499848407, 6314751.64307065),975102.499848407,6314751.64307065
"912",2025-03-11,"F","F0525160",TRUE,2025-05-26,"Canis lupus",FALSE,"S78-081",0.901041686534882,"F","XX",NA,NA,2025-03-11,2025,3,2025,"S78-081","F",c(925602.499848407, 6395501.64307065),925602.499848407,6395501.64307065
"913",2025-03-11,"F","F8325131",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-121",0.958333313465118,"M","XY",NA,NA,2025-03-11,2025,3,2025,"S93-121","M",c(954352.499848407, 6283001.64307065),954352.499848407,6283001.64307065
"914",2025-03-12,"F","F0125029",FALSE,NA,NA,FALSE,"S92-004",0.939999997615814,"F","XX",NA,NA,2025-03-12,2025,3,2025,"S92-004","F",c(938102.499848407, 6588501.64307065),938102.499848407,6588501.64307065
"915",2025-03-12,"F","F2625182",TRUE,2025-04-07,"Canis lupus",FALSE,"S84-024",0.546875,"F","XX",NA,NA,2025-03-12,2025,3,2025,"S84-024","F",c(875602.499848407, 6395501.64307065),875602.499848407,6395501.64307065
"916",2025-03-12,"F","F8325135",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-122",1,"F","XX",NA,NA,2025-03-12,2025,3,2025,"S93-122","F",c(934352.499848407, 6278001.64307065),934352.499848407,6278001.64307065
"917",2025-03-12,"F","F0425193",TRUE,2025-05-26,"Canis lupus",FALSE,"S87-098",0.927083313465118,"F","XX",NA,NA,2025-03-12,2025,3,2025,"S87-098","F",c(924352.499848407, 6333001.64307065),924352.499848407,6333001.64307065
"918",2025-03-13,"F","F3825112",TRUE,2025-04-07,"Canis lupus",FALSE,"S72-023",0.552083313465118,"M","XY",NA,NA,2025-03-13,2025,3,2025,"S72-023","M",c(955102.499848407, 6430001.64307065),955102.499848407,6430001.64307065
"919",2025-03-13,"F","F0525157",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-026",0.9375,"M","XY",NA,NA,2025-03-13,2025,3,2025,"S88-026","M",c(979352.499848407, 6418001.64307065),979352.499848407,6418001.64307065
"920",2025-03-13,"F","F8325148",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-003",0.958333313465118,"M","XY",NA,NA,2025-03-13,2025,3,2025,"S95-003","M",c(944352.499848407, 6243001.64307065),944352.499848407,6243001.64307065
"921",2025-03-13,"F","F8325140",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-029",0.989583313465118,"M","XY",NA,NA,2025-03-13,2025,3,2025,"S95-029","M",c(944352.499848407, 6228001.64307065),944352.499848407,6228001.64307065
"922",2025-03-13,"F","F0525159",TRUE,2025-05-26,"Canis lupus",FALSE,"S88-026",0.5,"M","XY",NA,NA,2025-03-13,2025,3,2025,"S88-026","M",c(980102.499848407, 6420001.64307065),980102.499848407,6420001.64307065
"923",2025-03-13,"F","F0525158",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-026",0.932291686534882,"M","XY",NA,NA,2025-03-13,2025,3,2025,"S88-026","M",c(980602.499848407, 6420501.64307065),980602.499848407,6420501.64307065
"924",2025-03-13,"F","F3825114",TRUE,2025-04-07,"Canis lupus",FALSE,"S86-121",0.911458313465118,"F","XX",NA,NA,2025-03-13,2025,3,2025,"S86-121","F",c(935102.499848407, 6440001.64307065),935102.499848407,6440001.64307065
"925",2025-03-13,"F","F8325144",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-048",0.588541686534882,"F","XX",NA,NA,2025-03-13,2025,3,2025,"S95-048","F",c(964352.499848407, 6253001.64307065),964352.499848407,6253001.64307065
