"","date","Type","N°Ref","G+","G_session","G_sp","MODIF","GENOTYPE_TRANS","INDEX_CAL","SEQULG_ANTAGENE_DEF_SEXE","µsat_HMbrut_SEXE","Cause_mort","Age","date1","Year","mois","saisonyear","Id","SEXE","geometry","x","y"
"247",2024-12-30,"F","F4824130",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-123",0.984375,"M","XY",NA,NA,2024-12-30,2025,12,2025,"S92-123","M",c(764352.499848407, 6358001.64307065),764352.499848407,6358001.64307065
"248",2024-12-31,"F","F8324234",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-033",0.765625,"M","XY",NA,NA,2024-12-31,2025,12,2025,"S92-033","M",c(984352.499848407, 6278001.64307065),984352.499848407,6278001.64307065
"249",2024-12-31,"F","F7324197",TRUE,2025-05-26,"Canis lupus",FALSE,"S88-024",1,"F","XX",NA,NA,2024-12-31,2025,12,2025,"S88-024","F",c(974352.499848407, 6483001.64307065),974352.499848407,6483001.64307065
"250",2024-12-31,"F","F0624276",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-009",1,"F","XX",NA,NA,2024-12-31,2025,12,2025,"S93-009","F",c(1039352.49984841, 6333001.64307065),1039352.49984841,6333001.64307065
"251",2024-12-31,"F","F0624277",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-009",1,"F","XX",NA,NA,2024-12-31,2025,12,2025,"S93-009","F",c(1040102.49984841, 6335001.64307065),1040102.49984841,6335001.64307065
"252",2025-01-01,"F","F0625005",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-043",0.5625,"F","XX",NA,NA,2025-01-01,2025,1,2025,"S92-043","F",c(1009352.49984841, 6328001.64307065),1009352.49984841,6328001.64307065
"253",2025-01-02,"F","F7425045",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-019",0.90625,"M","XY",NA,NA,2025-01-02,2025,1,2025,"S94-019","M",c(999352.499848407, 6543001.64307065),999352.499848407,6543001.64307065
"254",2025-01-02,"F","F0525001",TRUE,2025-02-10,"Canis lupus",FALSE,"S63-26",1,"M","XY",NA,NA,2025-01-02,2025,1,2025,"S63-26","M",c(949352.499848407, 6378001.64307065),949352.499848407,6378001.64307065
"255",2025-01-02,"F","F2625004",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-062",0.90625,"F","XX",NA,NA,2025-01-02,2025,1,2025,"S92-062","F",c(845102.499848407, 6380001.64307065),845102.499848407,6380001.64307065
"256",2025-01-02,"F","F7425044",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-071",0.635416686534882,"M","XY",NA,NA,2025-01-02,2025,1,2025,"S94-071","M",c(999352.499848407, 6543001.64307065),999352.499848407,6543001.64307065
"257",2025-01-02,"F","F0625002",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-009",0.901041686534882,"F","XX",NA,NA,2025-01-02,2025,1,2025,"S92-009","F",c(1049352.49984841, 6333001.64307065),1049352.49984841,6333001.64307065
"258",2025-01-02,"F","F0525002",TRUE,2025-02-10,"Canis lupus",FALSE,"S79-024",0.916666686534882,"M","XY",NA,NA,2025-01-02,2025,1,2025,"S79-024","M",c(954352.499848407, 6373001.64307065),954352.499848407,6373001.64307065
"259",2025-01-02,"F","F7325001",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-028",1,"F","XX",NA,NA,2025-01-02,2025,1,2025,"S92-028","F",c(954352.499848407, 6498001.64307065),954352.499848407,6498001.64307065
"260",2025-01-03,"F","F2625003",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-064",0.890625,"F","XX",NA,NA,2025-01-03,2025,1,2025,"S93-064","F",c(859352.499848407, 6368001.64307065),859352.499848407,6368001.64307065
"261",2025-01-04,"F","F8425002",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-014",1,"M","XY",NA,NA,2025-01-04,2025,1,2025,"S92-014","M",c(909352.499848407, 6288001.64307065),909352.499848407,6288001.64307065
"262",2025-01-04,"F","F0425002",TRUE,2025-04-07,"Canis lupus",FALSE,"S89-005",0.640625,"M","XY",NA,NA,2025-01-04,2025,1,2025,"S89-005","M",c(995102.499848407, 6355001.64307065),995102.499848407,6355001.64307065
"263",2025-01-04,"F","F0525003",TRUE,2025-02-10,"Canis lupus",FALSE,"S88-004",1,"F","XX",NA,NA,2025-01-04,2025,1,2025,"S88-004","F",c(974352.499848407, 6393001.64307065),974352.499848407,6393001.64307065
"264",2025-01-05,"F","F0625003",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-009",1,"F","XX",NA,NA,2025-01-05,2025,1,2025,"S92-009","F",c(1050102.49984841, 6335001.64307065),1050102.49984841,6335001.64307065
"265",2025-01-05,"F","F0425003",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-043",1,"F","XX",NA,NA,2025-01-05,2025,1,2025,"S94-043","F",c(969352.499848407, 6368001.64307065),969352.499848407,6368001.64307065
"266",2025-01-06,"F","F0525004",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-003",0.78125,"F","NA",NA,NA,2025-01-06,2025,1,2025,"S93-003","F",c(959352.499848407, 6403001.64307065),959352.499848407,6403001.64307065
"267",2025-01-06,"F","F0425004",TRUE,2025-04-07,"Canis lupus",FALSE,"S78-008",0.958333313465118,"F","XY",NA,NA,2025-01-06,2025,1,2025,"S78-008","F",c(990102.499848407, 6350001.64307065),990102.499848407,6350001.64307065
"268",2025-01-06,"F","F0525005",TRUE,2025-02-10,"Canis lupus",FALSE,"S65-32",1,"F","XX",NA,NA,2025-01-06,2025,1,2025,"S65-32","F",c(979352.499848407, 6408001.64307065),979352.499848407,6408001.64307065
"269",2025-01-06,"U","U3925002",TRUE,2025-02-10,"Canis lupus",FALSE,"S77-048",0.96875,"F","XX",NA,NA,2025-01-06,2025,1,2025,"S77-048","F",c(929352.499848407, 6613001.64307065),929352.499848407,6613001.64307065
"270",2025-01-07,"F","F0625008",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-090",1,"M","XY",NA,NA,2025-01-07,2025,1,2025,"S93-090","M",c(1014352.49984841, 6333001.64307065),1014352.49984841,6333001.64307065
"271",2025-01-07,"F","F3825040",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-077",0.8125,"F","XX",NA,NA,2025-01-07,2025,1,2025,"S87-077","F",c(920102.499848407, 6415001.64307065),920102.499848407,6415001.64307065
"272",2025-01-07,"F","F3925011",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-004",1,"F","XX",NA,NA,2025-01-07,2025,1,2025,"S92-004","F",c(929352.499848407, 6593001.64307065),929352.499848407,6593001.64307065
"273",2025-01-07,"F","F7325002",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-044",1,"F","XX",NA,NA,2025-01-07,2025,1,2025,"S93-044","F",c(994352.499848407, 6468001.64307065),994352.499848407,6468001.64307065
"274",2025-01-07,"U","U3925001",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-135",1,"M","XY",NA,NA,2025-01-07,2025,1,2025,"S92-135","M",c(929352.499848407, 6593001.64307065),929352.499848407,6593001.64307065
"275",2025-01-07,"F","F7325003",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-063",0.708333313465118,"M","XY",NA,NA,2025-01-07,2025,1,2025,"S92-063","M",c(964352.499848407, 6473001.64307065),964352.499848407,6473001.64307065
"276",2025-01-08,"F","F2625161",TRUE,2025-04-07,"Canis lupus",FALSE,"S88-017",0.854166686534882,"F","XX",NA,NA,2025-01-08,2025,1,2025,"S88-017","F",c(874352.499848407, 6373001.64307065),874352.499848407,6373001.64307065
"277",2025-01-08,"F","F8425004",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-014",0.526041686534882,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S92-014","M",c(910102.499848407, 6290001.64307065),910102.499848407,6290001.64307065
"278",2025-01-08,"F","F1325004",TRUE,2025-02-10,"Canis lupus",FALSE,"S81-146",0.984375,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S81-146","M",c(904352.499848407, 6283001.64307065),904352.499848407,6283001.64307065
"279",2025-01-08,"F","F3825002",TRUE,2025-02-10,"Canis lupus",FALSE,"S73-070",0.979166686534882,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S73-070","M",c(940102.499848407, 6430001.64307065),940102.499848407,6430001.64307065
"280",2025-01-08,"F","F7325016",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-070",0.901041686534882,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S93-070","M",c(979352.499848407, 6488001.64307065),979352.499848407,6488001.64307065
"281",2025-01-08,"F","F3825003",TRUE,2025-02-10,"Canis lupus",FALSE,"S73-070",0.854166686534882,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S73-070","M",c(940602.499848407, 6430501.64307065),940602.499848407,6430501.64307065
"282",2025-01-08,"F","F3825041",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-084",0.989583313465118,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S93-084","M",c(929352.499848407, 6423001.64307065),929352.499848407,6423001.64307065
"283",2025-01-08,"F","F3925013",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-004",0.885416686534882,"F","XX",NA,NA,2025-01-08,2025,1,2025,"S92-004","F",c(929352.499848407, 6593001.64307065),929352.499848407,6593001.64307065
"284",2025-01-08,"F","F3825004",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-019",0.958333313465118,"F","XX",NA,NA,2025-01-08,2025,1,2025,"S92-019","F",c(940102.499848407, 6430001.64307065),940102.499848407,6430001.64307065
"285",2025-01-08,"F","F8425007",TRUE,2025-02-10,"Canis lupus",FALSE,"S74-097",0.744791686534882,"F","XX",NA,NA,2025-01-08,2025,1,2025,"S74-097","F",c(880102.499848407, 6325001.64307065),880102.499848407,6325001.64307065
"286",2025-01-08,"F","F2625009",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-095",0.96875,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S92-095","M",c(874352.499848407, 6388001.64307065),874352.499848407,6388001.64307065
"287",2025-01-08,"F","F7425001",TRUE,2025-02-10,"Canis lupus",FALSE,"S87-085",0.875,"M","XY",NA,NA,2025-01-08,2025,1,2025,"S87-085","M",c(984352.499848407, 6593001.64307065),984352.499848407,6593001.64307065
"288",2025-01-09,"F","F8425011",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-076",0.822916686534882,"F","XX",NA,NA,2025-01-09,2025,1,2025,"S92-076","F",c(869352.499848407, 6318001.64307065),869352.499848407,6318001.64307065
"289",2025-01-09,"F","F8425009",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-077",0.583333313465118,"M","XY",NA,NA,2025-01-09,2025,1,2025,"S92-077","M",c(869352.499848407, 6318001.64307065),869352.499848407,6318001.64307065
"290",2025-01-10,"F","F0425005",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-041",0.947916686534882,"M","XY",NA,NA,2025-01-10,2025,1,2025,"S93-041","M",c(984352.499848407, 6363001.64307065),984352.499848407,6363001.64307065
"291",2025-01-10,"F","F1325008",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-002",0.9375,"F","XX",NA,NA,2025-01-10,2025,1,2025,"S78-002","F",c(904352.499848407, 6273001.64307065),904352.499848407,6273001.64307065
"292",2025-01-10,"F","F0525006",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-025",0.958333313465118,"F","XX",NA,NA,2025-01-10,2025,1,2025,"S92-025","F",c(979352.499848407, 6403001.64307065),979352.499848407,6403001.64307065
"293",2025-01-10,"F","F0525007",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-030",0.859375,"M","XY",NA,NA,2025-01-10,2025,1,2025,"S78-030","M",c(969352.499848407, 6393001.64307065),969352.499848407,6393001.64307065
"294",2025-01-10,"F","F0525009",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-088",0.9375,"M","XY",NA,NA,2025-01-10,2025,1,2025,"S92-088","M",c(969352.499848407, 6393001.64307065),969352.499848407,6393001.64307065
"295",2025-01-10,"F","F0625019",TRUE,2025-07-07,"Canis lupus",FALSE,"S85-098",0.838541686534882,"F","XX",NA,NA,2025-01-10,2025,1,2025,"S85-098","F",c(1014352.49984841, 6353001.64307065),1014352.49984841,6353001.64307065
"296",2025-01-10,"F","F0625009",TRUE,2025-02-10,"Canis lupus",FALSE,"S82-134",0.734375,"F","XX",NA,NA,2025-01-10,2025,1,2025,"S82-134","F",c(999352.499848407, 6343001.64307065),999352.499848407,6343001.64307065
"297",2025-01-10,"F","F0525010",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-001",0.8125,"M","XY",NA,NA,2025-01-10,2025,1,2025,"S92-001","M",c(969352.499848407, 6393001.64307065),969352.499848407,6393001.64307065
"298",2025-01-11,"F","F7325004",TRUE,2025-02-10,"Canis lupus",FALSE,"S87-062",0.734375,"F","XX",NA,NA,2025-01-11,2025,1,2025,"S87-062","F",c(974352.499848407, 6458001.64307065),974352.499848407,6458001.64307065
"299",2025-01-11,"F","F0625011",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-092",0.895833313465118,"M","XY",NA,NA,2025-01-11,2025,1,2025,"S92-092","M",c(1074352.49984841, 6343001.64307065),1074352.49984841,6343001.64307065
"300",2025-01-12,"F","F2625198",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-068",0.885416686534882,"M","XY",NA,NA,2025-01-12,2025,1,2025,"S95-068","M",c(889352.499848407, 6408001.64307065),889352.499848407,6408001.64307065
"301",2025-01-12,"F","F8325057",TRUE,2025-07-07,"Canis lupus",FALSE,"S60-15",0.630208313465118,"M","XY",NA,NA,2025-01-12,2025,1,2025,"S60-15","M",c(954352.499848407, 6263001.64307065),954352.499848407,6263001.64307065
"302",2025-01-13,"F","F2625202",TRUE,2025-07-07,"Canis lupus",FALSE,"S92-119",0.8125,"F","XX",NA,NA,2025-01-13,2025,1,2025,"S92-119","F",c(894352.499848407, 6398001.64307065),894352.499848407,6398001.64307065
"303",2025-01-13,"F","F8325012",TRUE,2025-05-26,"Canis lupus",FALSE,"S83-092",0.765625,"M","XY",NA,NA,2025-01-13,2025,1,2025,"S83-092","M",c(920102.499848407, 6255001.64307065),920102.499848407,6255001.64307065
"304",2025-01-13,"F","F1325010",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-081",0.947916686534882,"F","XX",NA,NA,2025-01-13,2025,1,2025,"S92-081","F",c(889352.499848407, 6283001.64307065),889352.499848407,6283001.64307065
"305",2025-01-13,"F","F0625020",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-010",1,"F","XX",NA,NA,2025-01-13,2025,1,2025,"S92-010","F",c(1045102.49984841, 6345001.64307065),1045102.49984841,6345001.64307065
"306",2025-01-14,"F","F1325014",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-001",0.984375,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S78-001","F",c(909352.499848407, 6278001.64307065),909352.499848407,6278001.64307065
"307",2025-01-14,"F","F1325019",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-002",0.677083313465118,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S78-002","F",c(915102.499848407, 6275001.64307065),915102.499848407,6275001.64307065
"308",2025-01-14,"F","F6625003",TRUE,2025-02-10,"Canis lupus",FALSE,"S81-140",0.583333313465118,"M","XY",NA,NA,2025-01-14,2025,1,2025,"S81-140","M",c(614352.499848407, 6158001.64307065),614352.499848407,6158001.64307065
"309",2025-01-14,"F","F3825010",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-034",1,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S92-034","F",c(944352.499848407, 6483001.64307065),944352.499848407,6483001.64307065
"310",2025-01-14,"F","F8325010",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-018",0.552083313465118,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S92-018","F",c(929352.499848407, 6288001.64307065),929352.499848407,6288001.64307065
"311",2025-01-14,"F","F8325011",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-018",1,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S92-018","F",c(930102.499848407, 6290001.64307065),930102.499848407,6290001.64307065
"312",2025-01-14,"F","F8325017",TRUE,2025-02-10,"Canis lupus",FALSE,"S87-115",1,"M","XY",NA,NA,2025-01-14,2025,1,2025,"S87-115","M",c(919352.499848407, 6278001.64307065),919352.499848407,6278001.64307065
"313",2025-01-14,"F","F8325020",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-005",0.895833313465118,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S78-005","F",c(984352.499848407, 6238001.64307065),984352.499848407,6238001.64307065
"314",2025-01-14,"F","F8325030",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-115",1,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S92-115","F",c(959352.499848407, 6243001.64307065),959352.499848407,6243001.64307065
"315",2025-01-14,"F","F8325031",TRUE,2025-02-10,"Canis lupus",FALSE,"S82-074",0.807291686534882,"M","XY",NA,NA,2025-01-14,2025,1,2025,"S82-074","M",c(959352.499848407, 6243001.64307065),959352.499848407,6243001.64307065
"316",2025-01-14,"F","F2625007",TRUE,2025-02-10,"Canis lupus",FALSE,"S89-026",0.729166686534882,"M","XY",NA,NA,2025-01-14,2025,1,2025,"S89-026","M",c(869352.499848407, 6393001.64307065),869352.499848407,6393001.64307065
"317",2025-01-14,"F","F1925002",TRUE,2025-02-10,"Canis lupus",FALSE,"S90-012",0.901041686534882,"F","XX",NA,NA,2025-01-14,2025,1,2025,"S90-012","F",c(624352.499848407, 6508001.64307065),624352.499848407,6508001.64307065
"318",2025-01-15,"F","F3925001",TRUE,2025-02-10,"Canis lupus",FALSE,"S86-009",0.963541686534882,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S86-009","M",c(930102.499848407, 6595001.64307065),930102.499848407,6595001.64307065
"319",2025-01-15,"F","F8325033",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-116",1,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S92-116","F",c(974352.499848407, 6243001.64307065),974352.499848407,6243001.64307065
"320",2025-01-15,"F","F0525011",TRUE,2025-02-10,"Canis lupus",FALSE,"S65-32",1,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S65-32","F",c(980102.499848407, 6400001.64307065),980102.499848407,6400001.64307065
"321",2025-01-15,"F","F0525016",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-012",0.958333313465118,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S93-012","M",c(959352.499848407, 6398001.64307065),959352.499848407,6398001.64307065
"322",2025-01-15,"F","F0425008",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-005",1,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S92-005","F",c(924352.499848407, 6298001.64307065),924352.499848407,6298001.64307065
"323",2025-01-15,"F","F0425012",TRUE,2025-05-26,"Canis lupus",FALSE,"S86-029",0.984375,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S86-029","M",c(939352.499848407, 6328001.64307065),939352.499848407,6328001.64307065
"324",2025-01-15,"F","F3925002",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-090",0.958333313465118,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S92-090","M",c(929352.499848407, 6593001.64307065),929352.499848407,6593001.64307065
"325",2025-01-15,"F","F0525008",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-001",0.671875,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S92-001","M",c(970102.499848407, 6395001.64307065),970102.499848407,6395001.64307065
"326",2025-01-15,"F","F0425007",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-109",0.661458313465118,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S92-109","F",c(929352.499848407, 6298001.64307065),929352.499848407,6298001.64307065
"327",2025-01-15,"F","F0525013",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-020",0.6875,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S92-020","M",c(919352.499848407, 6388001.64307065),919352.499848407,6388001.64307065
"328",2025-01-15,"F","F2525001",TRUE,2025-02-10,"Canis lupus",FALSE,"S91-005",1,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S91-005","F",c(954352.499848407, 6638001.64307065),954352.499848407,6638001.64307065
"329",2025-01-15,"F","F3925018",TRUE,2025-05-26,"Canis lupus",FALSE,"S86-009",0.5625,"M","XY",NA,NA,2025-01-15,2025,1,2025,"S86-009","M",c(930602.499848407, 6600501.64307065),930602.499848407,6600501.64307065
"330",2025-01-15,"F","F1325022",TRUE,2025-02-10,"Canis lupus",FALSE,"S78-001",0.911458313465118,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S78-001","F",c(905102.499848407, 6280001.64307065),905102.499848407,6280001.64307065
"331",2025-01-15,"F","F3825007",TRUE,2025-05-26,"Canis lupus",FALSE,"S91-030",0.828125,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S91-030","F",c(939352.499848407, 6473001.64307065),939352.499848407,6473001.64307065
"332",2025-01-15,"F","F3925010",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-004",0.96875,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S92-004","F",c(930602.499848407, 6600501.64307065),930602.499848407,6600501.64307065
"333",2025-01-15,"F","F0425009",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-005",0.989583313465118,"F","XX",NA,NA,2025-01-15,2025,1,2025,"S92-005","F",c(925102.499848407, 6300001.64307065),925102.499848407,6300001.64307065
"334",2025-01-16,"F","F0425013",TRUE,2025-04-07,"Canis lupus",FALSE,"S82-029",1,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S82-029","F",c(944352.499848407, 6363001.64307065),944352.499848407,6363001.64307065
"335",2025-01-16,"F","F7425005",TRUE,2025-02-10,"Canis lupus",FALSE,"S88-102",1,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S88-102","F",c(989352.499848407, 6583001.64307065),989352.499848407,6583001.64307065
"336",2025-01-16,"F","F0425016",TRUE,2025-07-07,"Canis lupus",FALSE,"S94-016",0.958333313465118,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S94-016","F",c(944352.499848407, 6338001.64307065),944352.499848407,6338001.64307065
"337",2025-01-16,"F","F0425017",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-016",0.859375,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S94-016","F",c(945102.499848407, 6340001.64307065),945102.499848407,6340001.64307065
"338",2025-01-16,"F","F0625021",TRUE,2025-07-07,"Canis lupus",FALSE,"S83-038",0.96875,"M","XY",NA,NA,2025-01-16,2025,1,2025,"S83-038","M",c(1005102.49984841, 6355001.64307065),1005102.49984841,6355001.64307065
"339",2025-01-16,"F","F0425021",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-061",0.53125,"M","XY",NA,NA,2025-01-16,2025,1,2025,"S93-061","M",c(979352.499848407, 6373001.64307065),979352.499848407,6373001.64307065
"340",2025-01-16,"F","F0425023",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-079",0.5,"M","XY",NA,NA,2025-01-16,2025,1,2025,"S92-079","M",c(949352.499848407, 6353001.64307065),949352.499848407,6353001.64307065
"341",2025-01-16,"F","F0425024",TRUE,2025-02-10,"Canis lupus",FALSE,"S81-003",0.96875,"M","XY",NA,NA,2025-01-16,2025,1,2025,"S81-003","M",c(949352.499848407, 6353001.64307065),949352.499848407,6353001.64307065
"342",2025-01-16,"F","F2625010",TRUE,2025-04-07,"Canis lupus",FALSE,"S78-035",0.979166686534882,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S78-035","F",c(849352.499848407, 6373001.64307065),849352.499848407,6373001.64307065
"343",2025-01-16,"F","F2625008",TRUE,2025-02-10,"Canis lupus",FALSE,"S70-074",0.958333313465118,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S70-074","F",c(844352.499848407, 6393001.64307065),844352.499848407,6393001.64307065
"344",2025-01-16,"F","F0625025",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-094",0.979166686534882,"F","XX",NA,NA,2025-01-16,2025,1,2025,"S92-094","F",c(1054352.49984841, 6318001.64307065),1054352.49984841,6318001.64307065
"345",2025-01-17,"F","F0425029",TRUE,2025-04-07,"Canis lupus",FALSE,"S62-22",0.75,"F","XX",NA,NA,2025-01-17,2025,1,2025,"S62-22","F",c(989352.499848407, 6313001.64307065),989352.499848407,6313001.64307065
"346",2025-01-17,"F","F7325005",TRUE,2025-05-26,"Canis lupus",FALSE,"S94-024",1,"M","XY",NA,NA,2025-01-17,2025,1,2025,"S94-024","M",c(949352.499848407, 6483001.64307065),949352.499848407,6483001.64307065
"347",2025-01-17,"F","F0425033",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-105",1,"M","XY",NA,NA,2025-01-17,2025,1,2025,"S93-105","M",c(964352.499848407, 6333001.64307065),964352.499848407,6333001.64307065
"348",2025-01-17,"F","F1325023",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-056",0.817708313465118,"M","XY",NA,NA,2025-01-17,2025,1,2025,"S93-056","M",c(879352.499848407, 6278001.64307065),879352.499848407,6278001.64307065
"349",2025-01-17,"F","F0425030",TRUE,2025-07-07,"Canis lupus",FALSE,"S95-040",0.791666686534882,"F","XX",NA,NA,2025-01-17,2025,1,2025,"S95-040","F",c(959352.499848407, 6328001.64307065),959352.499848407,6328001.64307065
"350",2025-01-17,"F","F2625011",TRUE,2025-02-10,"Canis lupus",FALSE,"S54-49",0.958333313465118,"F","XX",NA,NA,2025-01-17,2025,1,2025,"S54-49","F",c(879352.499848407, 6393001.64307065),879352.499848407,6393001.64307065
"351",2025-01-17,"F","F0425026",TRUE,2025-04-07,"Canis lupus",FALSE,"S67-06",0.869791686534882,"M","XY",NA,NA,2025-01-17,2025,1,2025,"S67-06","M",c(964352.499848407, 6333001.64307065),964352.499848407,6333001.64307065
"352",2025-01-17,"F","F0425031",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-104",0.901041686534882,"M","XY",NA,NA,2025-01-17,2025,1,2025,"S93-104","M",c(959352.499848407, 6328001.64307065),959352.499848407,6328001.64307065
"353",2025-01-17,"F","F0525019",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-031",1,"M","XY",NA,NA,2025-01-17,2025,1,2025,"S92-031","M",c(979352.499848407, 6403001.64307065),979352.499848407,6403001.64307065
"354",2025-01-18,"F","F3925012",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-091",1,"F","XX",NA,NA,2025-01-18,2025,1,2025,"S92-091","F",c(939352.499848407, 6633001.64307065),939352.499848407,6633001.64307065
"355",2025-01-18,"F","F0125001",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-161",1,"F","XX",NA,NA,2025-01-18,2025,1,2025,"S92-161","F",c(934352.499848407, 6588001.64307065),934352.499848407,6588001.64307065
"356",2025-01-18,"F","F1525001",TRUE,2025-04-07,"Canis lupus",FALSE,"S87-122",0.979166686534882,"M","XY",NA,NA,2025-01-18,2025,1,2025,"S87-122","M",c(679352.499848407, 6443001.64307065),679352.499848407,6443001.64307065
"357",2025-01-19,"F","F0425034",TRUE,2025-04-07,"Canis lupus",FALSE,"S92-066",0.822916686534882,"M","XY",NA,NA,2025-01-19,2025,1,2025,"S92-066","M",c(935102.499848407, 6315001.64307065),935102.499848407,6315001.64307065
"358",2025-01-19,"F","F0425035",TRUE,2025-04-07,"Canis lupus",FALSE,"S93-080",0.885416686534882,"M","XY",NA,NA,2025-01-19,2025,1,2025,"S93-080","M",c(984352.499848407, 6328001.64307065),984352.499848407,6328001.64307065
"359",2025-01-19,"F","F7425003",TRUE,2025-02-10,"Canis lupus",FALSE,"S92-007",0.942708313465118,"M","XY",NA,NA,2025-01-19,2025,1,2025,"S92-007","M",c(984352.499848407, 6588001.64307065),984352.499848407,6588001.64307065
